Q2,x,y,sigma_red_0,sigma_red_unc
2.0,0.00032,0.625,0.4522256074897723,0.03421850546720995
2.0,0.0005,0.4,0.4199790411059604,0.02240209445144249
2.0,0.0008,0.25,0.3954028879793359,0.01881796518465131
2.0,0.001,0.2,0.38491606354219643,0.017993613360331995
2.0,0.002,0.1,0.34949408275593424,0.011604767087207134
2.0,0.0032,0.0625,0.33049511606496973,0.010928803640177306
2.0,0.005,0.04,0.3193254880678511,0.010854056243701742
2.0,0.008,0.025,0.3129915342380745,0.00937519808065103
2.0,0.013,0.0153846153846153,0.3096059263208836,0.00876070453422139
2.0,0.02,0.01,0.309120123152378,0.007783738642259127
2.0,0.032,0.00625,0.31052776624491835,0.007305868949821661
2.7,0.00032,0.84375,0.5426725134758258,0.04581811662985876
2.7,0.0005,0.54,0.5052151890655313,0.027373617983535745
2.7,0.0008,0.3375,0.4753973087139819,0.019234456626984257
2.7,0.0013,0.2076923076923077,0.4462012692715544,0.015062951758768763
2.7,0.002,0.135,0.41873378281657897,0.01044549188118585
2.7,0.0032,0.084375,0.3948195850172219,0.010022596062423105
2.7,0.005,0.054,0.378462618258632,0.009800715655761617
2.7,0.008,0.03375,0.36665144642859293,0.008614510009554398
2.7,0.013,0.0207692307692307,0.3584646993887443,0.007989034611099798
2.7,0.02,0.0135,0.35552772220837364,0.006756031607967038
2.7,0.032,0.0084375,0.35420545214499105,0.006627089642663126
2.7,0.05,0.0054,0.35215994677542006,0.005370345062127128
3.5,0.0005,0.7,0.5840139459359263,0.026731838425143054
3.5,0.0008,0.4375,0.5576979492995631,0.016410445768314474
3.5,0.0013,0.2692307692307692,0.5239488369605366,0.012687767159136328
3.5,0.002,0.175,0.49030141733550425,0.008972190086466957
3.5,0.0032,0.109375,0.45841350675058984,0.008902700547987615
3.5,0.005,0.07,0.4336751985579832,0.008863573732737037
3.5,0.008,0.04375,0.4123450149276259,0.007864796075244733
3.5,0.013,0.0269230769230769,0.3952845526023274,0.0074607881189006865
3.5,0.02,0.0175,0.3848229927391837,0.0062169143253181895
3.5,0.032,0.0109375,0.3759017921666232,0.006129228078336764
3.5,0.05,0.007,0.367662554706731,0.00501431965917889
4.5,0.0005,0.9,0.6327571856305875,0.029456523385547898
4.5,0.0008,0.5625,0.6282198092368417,0.014843370509234146
4.5,0.0013,0.3461538461538461,0.5961356653564543,0.010902621207160028
4.5,0.002,0.225,0.5577472147970803,0.007960157853792954
4.5,0.0032,0.140625,0.5181010436169013,0.008069390295361299
4.5,0.005,0.09,0.4849698669423508,0.008125187660467584
4.5,0.008,0.05625,0.45476416976438977,0.0072911293483930145
4.5,0.013,0.0346153846153846,0.42908908682603664,0.0069366882163346575
4.5,0.02,0.0225,0.4113426061114276,0.005815623152130904
4.5,0.032,0.0140625,0.3952829993312506,0.005701050052866611
4.5,0.05,0.009,0.3814651907039452,0.004722506333462706
4.5,0.08,0.005625,0.36866665792782727,0.004647595716088105
