Q2,x,y,sigma_red_0,sigma_red_unc
18.0,0.008,0.4326923076923076,0.6369064159739075,0.005440734329219746
18.0,0.013,0.2662721893491124,0.5797124099744482,0.005141071490117504
18.0,0.02,0.173076923076923,0.5287564609804702,0.00439103556127317
18.0,0.032,0.1081730769230769,0.479187020042898,0.004308093575498234
18.0,0.05,0.0692307692307692,0.4383537878155333,0.003759837375818996
18.0,0.08,0.0432692307692307,0.401527723864966,0.003266054915213933
18.0,0.13,0.0266272189349112,0.36860291106062226,0.0029481660834972325
18.0,0.2,0.0173076923076923,0.3319575269227277,0.0027186606610467897
18.0,0.32,0.0108173076923076,0.24918230164596794,0.0027926477713569905
18.0,0.5,0.0069230769230769,0.11997397914133301,0.0020088975469310195
22.0,0.005,0.8461538461538461,0.651231117500286,0.006146717137977422
22.0,0.008,0.5288461538461539,0.6495773478887626,0.005324539889875463
22.0,0.013,0.3254437869822486,0.5956709104872708,0.0049972799084048985
22.0,0.02,0.2115384615384615,0.542025103697671,0.004277129552601096
22.0,0.032,0.1322115384615384,0.48861377320610194,0.004199027670638916
22.0,0.05,0.0846153846153846,0.44443312712937694,0.003674902152142127
22.0,0.08,0.0528846153846153,0.4045905468968233,0.0031769766938344515
22.0,0.13,0.0325443786982248,0.36891733420714035,0.0028584775555587504
22.0,0.2,0.0211538461538461,0.3298444409682411,0.0026598096318488076
22.0,0.32,0.0132211538461538,0.2451177814172206,0.0026742355606005634
22.0,0.5,0.0084615384615384,0.1158723052813837,0.0019527490033945034
22.0,0.8,0.0052884615384615,0.008828849621396427,0.001004421453736317
27.0,0.008,0.6490384615384616,0.6545394562321678,0.005236657427125063
27.0,0.013,0.3994082840236687,0.610674161449464,0.004861669506342039
27.0,0.02,0.2596153846153846,0.555640544174588,0.0041674169517564134
27.0,0.032,0.1622596153846154,0.49849410278872874,0.004094127884792174
27.0,0.05,0.1038461538461538,0.45077064702711267,0.003591105628019141
27.0,0.08,0.0649038461538461,0.40769385595877916,0.0030947707550044476
27.0,0.13,0.0399408284023668,0.3691289375409399,0.0027783768930836777
27.0,0.2,0.0259615384615384,0.3274723822933194,0.002604062787184992
27.0,0.32,0.0162259615384615,0.24095966989739848,0.0025638034063126705
27.0,0.5,0.0103846153846153,0.1118501105381976,0.0019098596359539244
27.0,0.8,0.0064903846153846,0.008029340022892368,0.0009809136811475836
35.0,0.008,0.8413461538461539,0.6404877598348934,0.005225713174933172
35.0,0.013,0.5177514792899409,0.6243647225222025,0.004721476085723157
35.0,0.02,0.3365384615384615,0.5714504597613216,0.004051305423360604
35.0,0.032,0.2103365384615384,0.5105556171622223,0.003979538284051798
35.0,0.05,0.1346153846153846,0.45852176102859993,0.0034961951777923877
35.0,0.08,0.0841346153846153,0.4113973076471751,0.003004196530310188
35.0,0.13,0.051775147928994,0.3692575084827646,0.0026930107412436095
35.0,0.2,0.0336538461538461,0.3246071311262254,0.002542645649324633
35.0,0.32,0.0210336538461538,0.23589959433938687,0.0024406205397806595
35.0,0.5,0.0134615384615384,0.10719058882234532,0.0018044722768028557
35.0,0.8,0.0084134615384615,0.007190849441072932,0.0009467208671672409
45.0,0.013,0.6656804733727811,0.6258066022278577,0.004629032331493692
45.0,0.02,0.4326923076923077,0.5826358030969394,0.003968213857470873
45.0,0.032,0.2704326923076923,0.5205100912934414,0.003891606136813302
45.0,0.05,0.173076923076923,0.4650491581893899,0.0034206623524979597
45.0,0.08,0.1081730769230769,0.4144183909552734,0.002931885405745063
45.0,0.13,0.0665680473372781,0.36915037225180897,0.0026258448537565754
45.0,0.2,0.0432692307692307,0.32189037657463354,0.0024913294673963742
45.0,0.32,0.0270432692307692,0.2313209096429952,0.0023383094612410955
45.0,0.5,0.0173076923076923,0.10312812471195189,0.0017137593057402914
45.0,0.8,0.0108173076923076,0.006533120787820424,0.0009119719491528525
60.0,0.013,0.8875739644970415,0.605462903333518,0.004588692174325453
60.0,0.02,0.5769230769230769,0.5881202616408664,0.00389456609410797
60.0,0.032,0.3605769230769231,0.5298608072657242,0.0038064931961513198
60.0,0.05,0.2307692307692307,0.4717373676717821,0.0033444729956511906
60.0,0.08,0.1442307692307692,0.41749772621105696,0.002860871071040734
60.0,0.13,0.0887573964497041,0.3688496834613603,0.002561028798828793
60.0,0.2,0.0576923076923076,0.3187667014925034,0.002437884826072179
60.0,0.32,0.0360576923076923,0.22613793228495477,0.002233235599211083
60.0,0.5,0.023076923076923,0.09878881598425542,0.0016184802955147657
60.0,0.8,0.0144230769230769,0.005902427494547248,0.0008702598716291809
70.0,0.02,0.6730769230769231,0.5858925261719464,0.0038650491567241447
70.0,0.032,0.4206730769230769,0.5335255064311936,0.0037671021871221984
70.0,0.05,0.2692307692307692,0.4748954130797758,0.00330790874551239
70.0,0.08,0.1682692307692307,0.4189820019189382,0.0028277004985591166
70.0,0.13,0.1035502958579881,0.368626445070619,0.002530882100685748
70.0,0.2,0.0673076923076923,0.3171038932897338,0.0024113706305637105
70.0,0.32,0.0420673076923076,0.22349839533477356,0.002182639763227542
70.0,0.5,0.0269230769230769,0.09659757441022905,0.0015711113692945264
70.0,0.8,0.016826923076923,0.005608405252357173,0.000847815884922419
90.0,0.02,0.8653846153846154,0.5709015570954933,0.0038409785844568476
90.0,0.032,0.5408653846153846,0.5363218218789021,0.0037110718752765785
90.0,0.05,0.3461538461538461,0.47920346819557924,0.0032543637645759196
90.0,0.08,0.2163461538461538,0.421155861173135,0.0027806156009287483
90.0,0.13,0.1331360946745562,0.3681984728097791,0.002487707504706092
90.0,0.18,0.0961538461538461,0.32980096169031364,0.002393155275483159
90.0,0.32,0.0540865384615384,0.219330175040764,0.002107128406334111
90.0,0.5,0.0346153846153846,0.09321348718211414,0.001499052166311542
90.0,0.8,0.0216346153846153,0.005182850599252211,0.0008117781208886518
120.0,0.032,0.7211538461538461,0.5316843834870949,0.0036593821362845857
120.0,0.05,0.4615384615384615,0.48223558233092934,0.003203222411524939
120.0,0.08,0.2884615384615384,0.4232427933814314,0.0027380552309629325
120.0,0.13,0.1775147928994082,0.3676667912998074,0.0024466436031266832
120.0,0.18,0.1282051282051282,0.3274014256416631,0.002355199268260876
120.0,0.25,0.0923076923076923,0.27093033410397016,0.0020456570538266495
120.0,0.4,0.0576923076923076,0.1548419054521527,0.0020088666944741563
120.0,0.65,0.0355029585798816,0.028171087816988065,0.000828675942152889
150.0,0.032,0.9014423076923076,0.5193977190256286,0.0036316092315513268
150.0,0.05,0.5769230769230769,0.4822634129227837,0.0031730382671731204
150.0,0.08,0.3605769230769231,0.42449325517692993,0.0027154418030681015
150.0,0.13,0.2218934911242603,0.3672803205495879,0.0024210672709143546
150.0,0.18,0.1602564102564102,0.32564556733507166,0.002329364254404594
150.0,0.25,0.1153846153846153,0.26802944154957414,0.0020147579022611276
150.0,0.4,0.0721153846153846,0.1514954337541583,0.0019460106246400645
150.0,0.65,0.044378698224852,0.026941824912300436,0.0008015660337960294
200.0,0.05,0.7692307692307693,0.47709385606924437,0.003150357222895645
200.0,0.08,0.4807692307692308,0.42537025047755683,0.002705452379061309
200.0,0.13,0.2958579881656805,0.3669236612678519,0.0023977405471163333
200.0,0.18,0.2136752136752136,0.32363023960001547,0.002301662925158281
200.0,0.25,0.1538461538461538,0.26456578492003446,0.001979503928592842
200.0,0.4,0.0961538461538461,0.14745456623940145,0.0018723933665632062
200.0,0.65,0.059171597633136,0.025483531442208194,0.0007685904472140541
250.0,0.08,0.6009615384615384,0.4250493770283749,0.0027193178047612565
250.0,0.13,0.3698224852071006,0.3668622386363042,0.002389941885548537
250.0,0.18,0.2670940170940171,0.3223849936841322,0.002286143677022103
250.0,0.25,0.1923076923076923,0.2621801878724378,0.00195656322645915
250.0,0.4,0.1201923076923077,0.14455517217490912,0.001821033750991387
250.0,0.65,0.0739644970414201,0.02446733079557749,0.0007455083151607777
300.0,0.08,0.7211538461538461,0.42361944391004575,0.0027490217068755086
300.0,0.13,0.4437869822485207,0.3670273667932002,0.002393640988293945
300.0,0.18,0.3205128205128205,0.3216886067721267,0.0022792570718553314
300.0,0.25,0.2307692307692307,0.260509081332158,0.0019417433804580118
300.0,0.4,0.1442307692307692,0.14236380104213392,0.0017830628639464148
300.0,0.65,0.0887573964497041,0.0237002604389542,0.0007282083674457582
400.0,0.13,0.591715976331361,0.36776484527507175,0.002429256708797109
400.0,0.18,0.4273504273504273,0.3214894678530345,0.0022858482131081974
400.0,0.25,0.3076923076923077,0.25862363562850776,0.0019294761233985896
400.0,0.4,0.1923076923076923,0.13930814856659635,0.0017316540676832984
400.0,0.65,0.1183431952662721,0.022602934419019144,0.0007045275170401102
500.0,0.13,0.7396449704142012,0.3685162230159396,0.002493724485682624
500.0,0.18,0.5341880341880342,0.3224204240966799,0.002316053009986205
500.0,0.25,0.3846153846153846,0.2581035861435123,0.001935744121523367
500.0,0.4,0.2403846153846154,0.13738384706209128,0.001701148326700675
500.0,0.65,0.1479289940828402,0.021850664337684178,0.0006905373229586354
650.0,0.18,0.6944444444444444,0.3249827006787469,0.002398472324997072
650.0,0.25,0.5,0.2590888959142463,0.0019762602250288875
650.0,0.4,0.3125,0.13583462924980183,0.0016813515955404852
650.0,0.65,0.1923076923076923,0.02109028577744832,0.0006825369446577424
800.0,0.18,0.8547008547008547,0.32759124908006454,0.0025038569026618906
800.0,0.25,0.6153846153846154,0.26149323535628716,0.0020517581008535285
800.0,0.4,0.3846153846153846,0.13538268758648003,0.0016856642765675242
800.0,0.65,0.2366863905325443,0.02060138654987763,0.0006879253464847277
1000.0,0.25,0.7692307692307693,0.2656727885972522,0.0021925630365394505
1000.0,0.4,0.4807692307692308,0.13596683589912814,0.001723818543083419
1000.0,0.65,0.2958579881656805,0.0202156959347983,0.0007156209309696728
1200.0,0.25,0.9230769230769232,0.26931542015487164,0.002338601816145854
1200.0,0.4,0.5769230769230769,0.1374976390950385,0.0017953636933677169
1200.0,0.65,0.3550295857988165,0.020038034629632755,0.0007677562008794398
1500.0,0.4,0.7211538461538461,0.14076037834717262,0.0019498668855451036
1500.0,0.65,0.4437869822485207,0.020037867873319893,0.0008917823537375571
2000.0,0.65,0.591715976331361,0.020488666609488462,0.001199065205254942
3000.0,0.65,0.8875739644970414,0.021872393372560757,0.0019016560332227573
