Q2,x,y,sigma_red_0,sigma_red_unc
1.2589254117941673,0.0003162277660168,0.7655907126028794,0.31021625840699946,0.03845911854149889
1.2589254117941673,0.0005011872336272,0.4830550829826113,0.27538562871487215,0.01908999873265636
1.99526231496888,0.0005011872336272,0.765590712602879,0.42967688859309344,0.03356904825853655
1.2589254117941673,0.0007943282347242,0.3047871523963681,0.25587835059786207,0.014269534918787453
1.99526231496888,0.0007943282347242,0.4830550829826117,0.3953826130178508,0.021282959817238316
3.1622776601683795,0.0007943282347242,0.7655907126028796,0.502720515588664,0.025644079583582193
1.2589254117941673,0.0012589254117941,0.1923076923076923,0.24065082367784438,0.012610999620584224
1.99526231496888,0.0012589254117941,0.3047871523963679,0.3718132096259204,0.016864497258123976
3.1622776601683795,0.0012589254117941,0.4830550829826115,0.48528838812314556,0.015102913960597979
5.011872336272724,0.0012589254117941,0.7655907126028794,0.5702484036575556,0.013315802402392002
1.2589254117941673,0.0019952623149688,0.1213379508615755,0.2247039750061404,0.009196185462847782
1.99526231496888,0.0019952623149688,0.1923076923076922,0.3482175184378527,0.011697202800859318
3.1622776601683795,0.0019952623149688,0.3047871523963678,0.4581805265279338,0.009707204527564125
5.011872336272724,0.0019952623149688,0.4830550829826113,0.5661953010886152,0.00810475924003738
7.943282347242816,0.0019952623149688,0.7655907126028789,0.6200598411735471,0.007897154924499737
1.2589254117941673,0.0031622776601683,0.0765590712602879,0.21275512820621012,0.008498163234732042
1.99526231496888,0.0031622776601683,0.1213379508615756,0.32986634141022575,0.010951531386804238
3.1622776601683795,0.0031622776601683,0.1923076923076923,0.4325699956577082,0.0093545138286966
5.011872336272724,0.0031622776601683,0.304787152396368,0.5373243686723458,0.007897826269923788
7.943282347242816,0.0031622776601683,0.4830550829826116,0.6215689070332516,0.006994977805958745
12.589254117941676,0.0031622776601683,0.7655907126028795,0.6517071328814393,0.006782320324045768
1.2589254117941673,0.0050118723362727,0.0483055082982611,0.20669942360930127,0.008753413724428264
1.99526231496888,0.0050118723362727,0.0765590712602879,0.31854067138905395,0.010851813065985967
3.1622776601683795,0.0050118723362727,0.1213379508615756,0.41152015013863236,0.009208110428061446
