x,Q2,y,gen,rec,gen_rec,purity,stability
0.0005,2.0,0.7692307692307692,5807235.460316273,2063644.294676992,1218471.024588474,0.5904462448937658,0.2098194627917005
0.0008,2.0,0.4807692307692307,6959221.182409027,3263082.8411655873,2110908.354245075,0.6469061488770078,0.3033253720374434
0.001,2.0,0.3846153846153846,7505167.800981286,4097796.0480654286,2356392.548076161,0.5750390015600252,0.3139693356047372
0.002,2.0,0.1923076923076923,7962893.537395499,4946762.218397935,2031637.416653799,0.410700439389983,0.25513808606290955
0.0032,2.0,0.12019230769230768,7838872.876970419,5914634.795117374,1765696.2066701706,0.2985300475572526,0.2252487359321204
0.005,2.0,0.07692307692307693,7841430.003989493,6660037.32117739,1697932.340664727,0.25494336724896294,0.2165335072558026
0.008,2.0,0.04807692307692307,7782616.082550795,7404161.28372787,1714553.6662887037,0.23156622345015354,0.22030556924590702
0.013,2.0,0.02958579881656805,7588274.429101185,7652202.60457803,1688982.3960979702,0.2207184628236992,0.22257792754841454
0.02,2.0,0.019230769230769232,7606174.318234702,7850379.948556251,1832181.5091660777,0.2333876221498083,0.24088082030590435
0.032,2.0,0.012019230769230768,7749373.431302835,7528181.94415295,1943416.5344957684,0.2581521739130119,0.2507836990595301
0.05,2.0,0.007692307692307693,7705902.27197858,6904242.95149894,1819395.874070711,0.2635185185184876,0.23610419777664268
0.0008,2.7,0.6490384615384616,4908405.313111828,1917132.9952787752,1177556.9922833005,0.6142281183325359,0.23990622557955665
0.0013,2.7,0.3994082840236687,5400652.264283537,2723434.657727133,1655739.7448500167,0.6079601506693865,0.30658143939390825
0.002,2.7,0.25961538461538464,5918470.485645984,3306365.235662083,1704325.1582124103,0.5154679040989637,0.28796716353420965
0.0032,2.7,0.1622596153846154,6059112.471695044,4037703.563117194,1440941.0752478554,0.3568714376187186,0.23781388478579443
0.005,2.7,0.10384615384615385,6001577.113765883,4781827.525667674,1346327.3755421415,0.2815508021390122,0.2243289305496143
0.008,2.7,0.06490384615384616,5866049.381754971,5418552.153417054,1362948.7011661183,0.2515337423312635,0.23234524847425664
0.013,2.7,0.03994082840236687,5936370.374779501,6066783.8527522655,1451169.5833241488,0.23919915700735064,0.2444540167994573
0.02,2.7,0.025961538461538463,5664036.34724814,6190804.5131773455,1470348.035967199,0.2375051631556951,0.2595936794582126
0.032,2.7,0.01622596153846154,5702393.252534247,6069340.979771339,1584140.188315963,0.2610069517589775,0.27780269058293067
0.05,2.7,0.010384615384615384,5592436.790714073,5456909.058703161,1489526.488610249,0.2729615745079388,0.26634659350706014
0.08,2.7,0.006490384615384616,5632072.259509717,4693606.643509627,1242763.7312696709,0.26477798964857413,0.22065834279225954
0.0008,3.5,0.8413461538461539,2787268.450790099,913880.9602327775,475625.6255476641,0.5204459292231189,0.1706422018348609
0.0013,3.5,0.5177514792899408,3839526.2191389734,1670181.473110438,929515.6714331857,0.5565357336302598,0.24209124209122673
0.002,3.5,0.3365384615384615,4119531.627727556,2181229.347269605,1205685.3894931073,0.5527549824150069,0.2926753569211449
0.0032,3.5,0.21033653846153846,4471136.5928502055,2692654.7510843677,1153264.2856021037,0.4283000949667494,0.25793537317698784
0.005,3.5,0.1346153846153846,4565750.292555937,3262894.0763378283,1059929.1494059265,0.3248432601880715,0.23214785774291025
0.008,3.5,0.08413461538461538,4423829.74299734,3784547.9882288864,1038193.569743803,0.2743243243243066,0.23468208092483708
