Q2,x,y,gen,rec,gen_rec,purity,stability
1.2589254117941673,0.00019952623149688788,0.6309573444801935,16768600.315571917,6440646.6082755225,5090113.586915307,0.7903109573462811,0.30355029585793436
1.2589254117941673,0.00031622776601683794,0.39810717055349726,19342715.123099115,8876727.18649329,6948409.023407794,0.7827669902912415,0.3592261468561871
1.2589254117941673,0.0005011872336272725,0.2511886431509579,20356201.95535789,10608443.078762066,6310550.177929823,0.5948611055437008,0.3100062669730413
1.2589254117941673,0.0007943282347242813,0.1584893192461114,21018157.690553483,12466738.515255773,5355179.37381393,0.42955736717030685,0.25478823846776977
1.2589254117941673,0.0012589254117941675,0.09999999999999999,20710567.980623197,13721761.230337031,4416818.1389107825,0.32188420019623804,0.2132639791937699
1.2589254117941673,0.0019952623149688807,0.06309573444801929,20201698.368342217,15570630.530558668,4389886.320990602,0.2819337542159954,0.21730283468987577
1.2589254117941673,0.0031622776601683794,0.03981071705534973,19433432.825567033,16254698.7057313,4343110.00565555,0.2671910494486249,0.22348650619985488
1.2589254117941673,0.005011872336272725,0.025118864315095794,18860777.3287383,15878999.845744943,4163092.064820646,0.26217596229375995,0.22072749135727898
1.2589254117941673,0.007943282347242814,0.015848931924611138,18163384.991016176,15107403.262331251,4147499.959708957,0.27453427221674287,0.22834399875135386
1.2589254117941673,0.012589254117941675,0.009999999999999998,17943678.055351686,14205187.362004597,3919288.239437875,0.27590542381165717,0.2184216762777323
1.2589254117941673,0.01995262314968881,0.0063095734448019285,17728223.51199038,12917846.4654191,3472787.047603149,0.2688363774023598,0.1958903014311812
1.9952623149688797,0.00031622776601683794,0.6309573444801932,11131345.585644018,4245476.367133645,3366477.2400234523,0.7929563019323427,0.3024321915191604
1.9952623149688797,0.0005011872336272725,0.39810717055349704,12269569.258797677,5977516.987385214,4649282.251484976,0.7777949040206313,0.37892791127539305
1.9952623149688797,0.0007943282347242813,0.25118864315095807,13352511.832009876,7594772.653492081,4581243.974633993,0.603210153042242,0.34309978768574545
1.9952623149688797,0.0012589254117941675,0.15848931924611132,13444646.998578977,8874034.004701272,3604611.209001973,0.4061975880520998,0.26810753821821875
1.9952623149688797,0.0019952623149688807,0.09999999999999995,13389365.898637516,10227357.855191253,3295604.034970321,0.3222341568206223,0.24613593055259453
1.9952623149688797,0.0031622776601683794,0.06309573444801933,12767099.158270821,11370613.525903687,3194964.083794875,0.28098431773416144,0.2502498057066553
1.9952623149688797,0.005011872336272725,0.03981071705534971,12241219.976776415,11564522.614929117,3000771.501949296,0.2594807932733407,0.24513663733208352
1.9952623149688797,0.007943282347242814,0.025118864315095805,12297918.540818939,12127397.60946127,3108498.773630055,0.2563203478382649,0.25276625172889255
1.9952623149688797,0.012589254117941675,0.01584893192461113,11913785.769430842,11451408.979664283,3170867.1940768105,0.2768975590434086,0.2661511005353836
1.9952623149688797,0.01995262314968881,0.009999999999999993,11726680.508090515,10603056.715178026,2893044.2302685366,0.2728500193842415,0.2467061525444099
1.9952623149688797,0.03162277660168381,0.0063095734448019285,11638797.733824603,9673908.996931171,2557105.238316695,0.26433009025905446,0.21970527341370075
3.1622776601683795,0.0005011872336272725,0.6309573444801929,8195777.432342491,3097288.4941318906,2447960.5025348733,0.7903559862675914,0.29868557592530975
3.1622776601683795,0.0007943282347242813,0.39810717055349737,9030663.787868522,4097789.636880147,3177954.5145821236,0.7755289549225519,0.35190707895152473
3.1622776601683795,0.0012589254117941675,0.25118864315095796,9637338.423123524,5271903.357876473,3236070.542725691,0.6138334341601404,0.3357846742168114
3.1622776601683795,0.0019952623149688807,0.15848931924611126,9735143.446096877,6435357.892028291,2756967.676566525,0.4284093787513636,0.2831974373908049
3.1622776601683795,0.0031622776601683794,0.1,9628833.638517145,7318721.519810227,2433785.861524247,0.3325424877741973,0.25276019431768415
3.1622776601683795,0.005011872336272725,0.0630957344480193,9216351.585107787,8393301.054825725,2455047.8230401864,0.29250086551210475,0.26637957551523617
3.1622776601683795,0.007943282347242814,0.039810717055349734,8979635.080230251,8874034.004701272,2531590.884497568,0.2852807283763377,0.2819258089976474
3.1622776601683795,0.012589254117941675,0.025118864315095798,8612511.878054911,8894232.86814142,2470639.9281518753,0.2777799912347192,0.2868663594470253
3.1622776601683795,0.01995262314968881,0.015848931924611124,8367290.588571012,8452551.054250162,2542930.597306069,0.300847706329726,0.3039132644418362
3.1622776601683795,0.03162277660168381,0.009999999999999995,8052613.558135213,7509937.4270435115,2326058.589843488,0.30973075507490655,0.28885759549377227
3.1622776601683795,0.05011872336272725,0.00630957344480193,7857003.512188636,6351869.25647573,1825693.7621684268,0.2874262187161885,0.23236514522823015
5.011872336272724,0.0007943282347242813,0.6309573444801935,5818690.134861255,2112524.066814974,1645675.8213335034,0.7790092653546278,0.2828258221680925
5.011872336272724,0.0012589254117941675,0.39810717055349726,6214162.619057597,2745033.4880084656,2208409.06945529,0.8045107934393547,0.3553832116788415
5.011872336272724,0.0019952623149688807,0.2511886431509579,6589790.605839068,3517522.501023657,2215496.3899606033,0.6298456909133793,0.3362013336201458
5.011872336272724,0.0031622776601683794,0.15848931924611137,6626644.672466684,4190590.868381207,1878139.9339077352,0.448180219185474,0.283422459893058
5.011872336272724,0.005011872336272725,0.09999999999999999,6493403.046966841,5145323.813651622,1822858.833966302,0.354274852270692,0.28072473259114644
5.011872336272724,0.007943282347242814,0.06309573444801934,6303462.8574245125,5687999.944743269,1778917.446833368,0.3127492025518401,0.28221272768159106
