Q2,x,y,gen,rec,gen_rec,purity,stability
2.0,0.00032,0.625,7152523.853960744,2726067.6751407683,1832781.0826737387,0.6723167951357253,0.2562425683709992
2.0,0.0005,0.4,7949138.678757676,3844517.008106835,2585454.5203379476,0.672504378283687,0.32524964336664625
2.0,0.0008,0.25,8768432.92917185,4838301.08936156,2578367.1998326345,0.532907554162336,0.29405108309087025
2.0,0.001,0.2,8571405.419124082,5698772.671911341,2085089.692662844,0.36588399164262764,0.24326112121714583
2.0,0.002,0.1,8509036.998677306,6529619.254748924,1845538.2595833002,0.28264102202300073,0.21689155422290224
2.0,0.0032,0.0625,8285077.670709407,7341613.56504238,1914994.0005353573,0.26084102405685566,0.23113772455091378
2.0,0.005,0.04,7960478.391566173,7461460.154787186,1795927.0160461166,0.24069377558678925,0.22560541310542764
2.0,0.008,0.025,7977487.960778919,7710579.47054886,1800179.4083493038,0.23346875746825838,0.22565742714997905
2.0,0.013,0.015384615384615385,7743606.384103663,7483005.609123331,1882392.3262109223,0.2515556481630719,0.24308987735677795
2.0,0.02,0.01,7545161.409954961,6889159.02398334,1720801.41868981,0.24978395950785232,0.228066879579198
2.0,0.032,0.00625,7530986.76894434,6403039.710524074,1583307.4008867582,0.24727433726272616,0.21023903632600582
2.7,0.00032,0.84375,4228295.413469516,1331015.3998618,748421.0453609865,0.5622933028713983,0.17700301709687585
2.7,0.0005,0.54,5743564.537504961,2483227.152564804,1581889.9367856958,0.6370298968227047,0.27541954590326206
2.7,0.0008,0.3375,6279365.967706456,3143056.6916094543,1910741.60823217,0.6079246401545952,0.30428893905192633
2.7,0.0013,0.2076923076923077,6694682.949317668,3930698.8254514425,1812936.5852588653,0.46122500495841184,0.27080245606606995
2.7,0.002,0.135,6620974.8160624355,4663244.272880383,1557793.0470676352,0.3340577837895292,0.23528152429887528
2.7,0.0032,0.084375,6469306.157248785,5201880.631284002,1455735.6317911432,0.2798479501887028,0.22502191060474203
2.7,0.005,0.054000000000000006,6130532.237094929,5875176.079288526,1489754.7702166406,0.2535676803744488,0.24300578034682835
2.7,0.008,0.03375,6088008.314063065,6093323.804441992,1542200.941955949,0.25309683047398446,0.2533178114086218
2.7,0.013,0.02076923076923077,5754904.250313458,5873829.488392518,1445813.3830837065,0.24614493592992942,0.25123152709360125
2.7,0.02,0.013500000000000002,5784670.996435763,5712238.580871432,1549288.262461261,0.27122261098290973,0.2678265131095369
2.7,0.032,0.0084375,5607487.983802994,4975653.360754482,1350843.2883125264,0.2714906345701887,0.24089989888777
2.7,0.05,0.0054,5513935.3531328915,4292931.776477895,995059.7989458625,0.2317902661295615,0.180462724935738
3.5,0.0005,0.7,4119150.6776877046,1381618.1522923333,820711.7145151743,0.5940220987640309,0.19924294562972453
3.5,0.0008,0.4375,4513205.697783009,1971409.0717576367,1136806.2090521057,0.5766465343687247,0.25188442211054796
3.5,0.0013,0.2692307692307692,4873241.579452797,2569295.4295858475,1391949.7472433357,0.5417632130640999,0.28563118091913553
3.5,0.002,0.175,5101453.299723804,3155062.4693499757,1268630.3704509079,0.4020935822270037,0.2486801889413733
3.5,0.0032,0.109375,4956871.961415464,3715244.282089924,1129718.8885467937,0.3040766105186754,0.22790963683157064
3.5,0.005,0.07,4782523.876984819,4208096.550029324,1153815.7782648543,0.2741894736842038,0.24125666864255926
3.5,0.008,0.04375,4676214.069405157,4583795.410015849,1192087.3089935388,0.2600655575483935,0.2549257350712303
3.5,0.013,0.026923076923076925,4499031.056772388,4733266.999472854,1190669.8448924765,0.2515534925507228,0.26465028355386927
3.5,0.02,0.0175,4284993.977512002,4330636.321566148,1221854.055115849,0.282141921969096,0.2851472047634696
3.5,0.032,0.0109375,4072374.362352638,3897034.0530512054,1141058.6013552928,0.2928018040955774,0.280194918203958
3.5,0.05,0.007,3946220.0573580647,3312613.604183086,874575.3503555495,0.26401369276850084,0.22162356321838386
4.5,0.0005,0.9,2534425.8126996933,756824.5592299933,474850.4738559249,0.6274247684814116,0.18736017897091645
4.5,0.0008,0.5625,4382799.000485291,1593600.6245836075,1115544.2475361698,0.7000149412138005,0.25452781371280087
4.5,0.0013,0.34615384615384615,4542972.443905314,2068363.6162703168,1393367.211344398,0.6736567982456221,0.3067082683307244
4.5,0.002,0.225,4826465.264117746,2650204.423669981,1441560.9907805193,0.5439433192041306,0.2986784140969115
4.5,0.0032,0.140625,4759844.451367824,3146982.923973919,1230358.8397222233,0.3909645744656796,0.2584871947587821
4.5,0.005,0.09,4728660.241144457,3765068.145242275,1199174.6294988508,0.3185001129432907,0.2535971223021555
4.5,0.008,0.05625,4559982.01311806,4160965.868669008,1233193.7679243481,0.29637199795604596,0.2704382965495746
4.5,0.013,0.03461538461538462,4265149.480097132,4477414.729231134,1261543.049945596,0.2817570241392915,0.2957793286806132
4.5,0.02,0.0225,4066704.5059483876,4352181.775902293,1289892.3319668437,0.2963783220427239,0.31718368769604777
4.5,0.032,0.0140625,3832822.929273055,3845863.5990028447,1167990.4192754782,0.30370042753942567,0.30473372781064084
4.5,0.05,0.009,3845580.1061826185,3152369.2875579568,970962.9092277999,0.3080105218192805,0.25248802064134945
4.5,0.08,0.005625,3683989.1986614796,2837267.0178917362,758343.294068424,0.26727949441710275,0.2058484032320063
6.5,0.0008,0.8125,2724366.0022420846,900396.9657329791,583995.2096377359,0.6485974874008238,0.21436004162330705
6.5,0.0013,0.5,3340962.886204325,1275058.0698207428,914264.3451852996,0.7170374172164832,0.2736529486635505
