Q2,x,y,sigma_red_0,sigma_red_unc
2.0,0.001,0.7692307692307692,0.3796051524919896,0.02629701367385792
2.0,0.002,0.3846153846153846,0.3449102339332902,0.012153775074697866
2.0,0.0032,0.2403846153846153,0.3283144899173142,0.011093726634670844
2.0,0.005,0.1538461538461538,0.31832515038926273,0.010893529571920593
2.0,0.008,0.0961538461538461,0.31256284663158884,0.00938468158796087
2.0,0.013,0.0591715976331361,0.30943171441789447,0.008764375042501698
2.0,0.02,0.0384615384615384,0.30904369338531296,0.0077852118482230805
2.0,0.032,0.0240384615384615,0.31049788702151954,0.007306413245177297
2.0,0.05,0.0153846153846153,0.31105523991689005,0.005879747575534952
2.0,0.08,0.0096153846153846,0.3108047012619347,0.007331261866668717
2.0,0.13,0.0059171597633136,0.31550911913008917,0.005833557936086317
2.7,0.0013,0.7988165680473374,0.41423495703472746,0.021337817198929573
2.7,0.002,0.5192307692307693,0.4034614533742691,0.011733520715629546
2.7,0.0032,0.3245192307692308,0.38878494595926916,0.010379167337178877
2.7,0.005,0.2076923076923077,0.3759951682437178,0.009883091382557961
2.7,0.008,0.1298076923076923,0.36568318379734305,0.008637870537454415
2.7,0.013,0.0798816568047337,0.35809741992512883,0.007997411815907159
2.7,0.02,0.0519230769230769,0.35537435769965625,0.006759746022497369
2.7,0.032,0.032451923076923,0.35414825742187084,0.0066281928930993555
2.7,0.05,0.0207692307692307,0.3521389832505963,0.005370659840364223
2.7,0.08,0.0129807692307692,0.34912671858583805,0.006154183624968612
2.7,0.13,0.0079881656804733,0.34936363286574246,0.005500662357994645
2.7,0.2,0.0051923076923076,0.3432722384959308,0.004535155365209714
3.5,0.002,0.673076923076923,0.44989486059426004,0.011214612209846911
3.5,0.0032,0.4206730769230769,0.44425400722230796,0.00945574557020635
3.5,0.005,0.2692307692307692,0.42841748853263156,0.008987753322049699
3.5,0.008,0.1682692307692307,0.4104438785412367,0.007900863328878002
3.5,0.013,0.1035502958579881,0.3946110251906008,0.007473072962147912
3.5,0.02,0.0673076923076923,0.38455584527166087,0.006222307317961937
3.5,0.032,0.0420673076923076,0.37580701372191,0.00613072338315892
3.5,0.05,0.0269230769230769,0.36762926365723336,0.005014728521519529
3.5,0.08,0.016826923076923,0.3597639677828503,0.005250634934942448
3.5,0.13,0.0103550295857988,0.3546108748862265,0.004812412232470144
3.5,0.2,0.0067307692307692,0.34346914340527296,0.0040009911407750485
4.5,0.002,0.8653846153846153,0.46738999012974836,0.01188439572743815
4.5,0.0032,0.5408653846153846,0.4876839678380501,0.00894206394312988
4.5,0.005,0.3461538461538461,0.474437802075121,0.008313399133262955
4.5,0.008,0.2163461538461538,0.4512012968156107,0.00734607365773182
4.5,0.013,0.1331360946745562,0.42789699872281034,0.00695454206568442
4.5,0.02,0.0865384615384615,0.41088984618915514,0.00582322266161729
4.5,0.032,0.0540865384615384,0.3951290100652262,0.0057030561021338515
4.5,0.05,0.0346153846153846,0.38141304313391544,0.004723051285507196
4.5,0.08,0.0216346153846153,0.36865181470725983,0.0046476925001233335
4.5,0.13,0.0133136094674556,0.3586101857686184,0.004299600289439896
4.5,0.2,0.0086538461538461,0.34284832008062877,0.0036128583725250967
4.5,0.32,0.0054086538461538,0.2783597328768265,0.004134960582914779
6.5,0.0032,0.78125,0.5148936490388925,0.00893615793548835
6.5,0.005,0.5,0.5278136940635227,0.0076170599632941136
6.5,0.008,0.3125,0.5042671895164539,0.0066982381291962306
6.5,0.013,0.1923076923076923,0.4722631623749406,0.006329212618567533
6.5,0.02,0.125,0.4460077968210465,0.005324020745806863
6.5,0.032,0.078125,0.42073804279417487,0.005195760673324919
6.5,0.05,0.05,0.3992892220126601,0.004383292832433388
6.5,0.08,0.03125,0.37975139906986527,0.004062596362146872
6.5,0.13,0.0192307692307692,0.36296961522197685,0.0037549628487393307
6.5,0.2,0.0125,0.34091353612609376,0.0032328269332305578
6.5,0.32,0.0078125,0.2707521663125876,0.003663587273977225
8.5,0.005,0.6538461538461539,0.5477110361433615,0.00737210365902932
8.5,0.008,0.4086538461538461,0.5360228572436216,0.006345101699940994
8.5,0.013,0.2514792899408284,0.5011528442951813,0.005957121953442274
8.5,0.02,0.1634615384615384,0.4692136258637077,0.005022327115030115
8.5,0.032,0.1021634615384615,0.4376138370621284,0.004898781681864725
8.5,0.05,0.0653846153846153,0.4109111036518196,0.004181551745399133
8.5,0.08,0.0408653846153846,0.38654323679727093,0.0037696543695245432
8.5,0.13,0.0251479289940828,0.36524895998365386,0.0034654067384831903
8.5,0.2,0.0163461538461538,0.3389464737487616,0.00304422587810746
8.5,0.32,0.0102163461538461,0.2650284370063754,0.003381630860074856
8.5,0.5,0.0065384615384615,0.13796773505727014,0.0022450886217390675
10.0,0.005,0.7692307692307693,0.5465920057251179,0.0073763255599914755
10.0,0.008,0.4807692307692307,0.5508121181615477,0.006184337204884756
10.0,0.013,0.2958579881656805,0.5169283686920866,0.005763993849667188
10.0,0.02,0.1923076923076923,0.482262518304957,0.004863770691013403
10.0,0.032,0.1201923076923076,0.4471420891021722,0.0047442083677942375
10.0,0.05,0.0769230769230769,0.4174072565899241,0.004074356873568708
10.0,0.08,0.048076923076923,0.39026520215092975,0.0036292581475131083
10.0,0.13,0.029585798816568,0.36632436885236735,0.0033225141144743635
10.0,0.2,0.0192307692307692,0.33758680048903367,0.0029538488613672447
10.0,0.32,0.0120192307692307,0.26154883549408475,0.0032315802536791232
10.0,0.5,0.0076923076923076,0.13370697194784203,0.0021897127322877603
12.0,0.005,0.9230769230769232,0.529612873464719,0.007561004617388454
12.0,0.008,0.5769230769230769,0.5613895268654342,0.006060961271146401
12.0,0.013,0.3550295857988166,0.5326339665578655,0.005575583950447801
12.0,0.02,0.2307692307692307,0.4959141429595921,0.004706731420960942
12.0,0.032,0.1442307692307692,0.45721953452914316,0.004590969066891507
12.0,0.05,0.0923076923076923,0.42423733925136187,0.003965905608757033
12.0,0.08,0.0576923076923076,0.39408610890968065,0.0034962910353173826
12.0,0.13,0.0355029585798816,0.36729268052168185,0.003185554591121056
12.0,0.2,0.023076923076923,0.33594268516437537,0.002868047462087656
12.0,0.32,0.0144230769230769,0.2576637658412058,0.0030794110093732485
12.0,0.5,0.0092307692307692,0.12917538642594242,0.0021319776281884797
12.0,0.8,0.0057692307692307,0.012236294253402911,0.0010146452445839466
15.0,0.008,0.7211538461538461,0.5615906510095889,0.00601798768724627
15.0,0.013,0.4437869822485207,0.5479241302170292,0.005386195930774905
15.0,0.02,0.2884615384615384,0.510965086886507,0.004542911369015368
15.0,0.032,0.1802884615384615,0.46865813526002353,0.004429390604531145
15.0,0.05,0.1153846153846153,0.43197137792779705,0.0038477125551081614
15.0,0.08,0.0721153846153846,0.3982978122857522,0.003360589819403576
15.0,0.13,0.044378698224852,0.3680784672895869,0.0030447411159199335
15.0,0.2,0.0288461538461538,0.3337958759567461,0.002780174085194264
15.0,0.32,0.0180288461538461,0.25296319983073756,0.0029135948627159163
15.0,0.5,0.0115384615384615,0.12396891517925732,0.002063598859655324
15.0,0.8,0.0072115384615384,0.010747116074347517,0.0010339602807399133
18.0,0.008,0.8653846153846153,0.5474927272262793,0.00610512330898732
18.0,0.013,0.5325443786982249,0.5557499777791227,0.005267925561591033
18.0,0.02,0.3461538461538461,0.5215615410251753,0.004431108278374334
18.0,0.032,0.2163461538461538,0.47723114470650857,0.00431615593386629
18.0,0.05,0.1384615384615384,0.43780057275982476,0.003762018554690157
18.0,0.08,0.0865384615384615,0.4013953231468415,0.003266775066957174
18.0,0.13,0.0532544378698224,0.36858087399923833,0.0029484188503324693
