Q2,x,y,gen,rec,gen_rec,purity,stability,sigma_red,sigma_red_pdf_unc,sigma_stat,sigma_p2p_opt,sigma_p2p_pess,sigma_norm_opt,sigma_norm_pess
1.2589254117941673,0.0001995262314968,0.6309573444801935,16768600.315571915,9138168.756748928,7946303.750555552,0.869572882935311,0.4738799661875375,0.3205089958723495,0.0313227960261897,0.03308037415534696,1.2,4.2,2.5,4.3
1.2589254117941673,0.0003162277660168,0.3981071705534972,19342715.123099115,14299377.85152002,11135597.977947207,0.7787470261696383,0.5756998387805986,0.2900234568815,0.0265002309906387,0.026444869540626015,1.2,4.2,2.5,4.3
1.2589254117941673,0.0005011872336272,0.2511886431509579,20356201.95535789,19478791.676800992,11495633.859617231,0.5901615485373456,0.5647239050205779,0.2702613555981096,0.0169278395877267,0.022657865453737026,1.2,4.2,2.5,4.3
1.2589254117941673,0.0007943282347242,0.1584893192461114,21018157.690553483,24933193.537684582,9525358.75913954,0.382035247299657,0.4531966549770758,0.2549513969859338,0.0137513361301252,0.020026776261712252,1.2,4.2,2.5,4.3
1.2589254117941673,0.0012589254117941,0.0999999999999999,20710567.9806232,27286183.94544622,6214162.619057597,0.2277402597403026,0.3000479091095698,0.2406642791653812,0.0124907966389474,0.019143819848729392,1.2,4.2,2.5,4.3
1.2589254117941673,0.0019952623149688,0.0630957344480192,20201698.368342217,25348510.519295525,3873929.388203871,0.1528267069284011,0.1917625596407601,0.2248289052536573,0.0091758092051304,0.019862036579265156,1.2,4.2,2.5,4.3
1.2589254117941673,0.0031622776601683,0.0398107170553497,19433432.825567037,19546829.95365193,2438038.253827435,0.1247280638143545,0.1254558716265456,0.2128398599200502,0.0084902348972742,0.02261839752052858,1.2,4.2,2.5,4.3
1.2589254117941673,0.0050118723362727,0.0251188643150957,18860777.3287383,11834407.77977131,1359348.0729189008,0.1148640555755101,0.0720727491357237,0.2067445060683594,0.0087514811155546,0.02906877531909233,1.2,4.2,2.5,4.3
1.2589254117941673,0.0079432823472428,0.0158489319246111,18163384.991016176,7560753.515066645,864653.101648112,0.1143607049118953,0.0476041829249217,0.2052266142785425,0.0077558156491624,0.03636783600298533,1.2,4.2,2.5,4.3
1.2589254117941673,0.0125892541179416,0.0099999999999999,17943678.055351686,4483438.951660704,595334.9224462359,0.1327853303825446,0.0331779761434516,0.2056309981234995,0.0077003277936082,0.047227436166998836,1.2,4.2,2.5,4.3
1.2589254117941673,0.0199526231496888,0.0063095734448019,17728223.51199038,2737123.179151648,344443.77655817976,0.1258415328845147,0.0194291196929696,0.2074467528396249,0.0072489713745282,0.06044394876336011,1.2,4.2,2.5,4.3
1.99526231496888,0.0003162277660168,0.6309573444801932,11131345.585644018,6131846.914525671,5345257.125106495,0.8717205761357428,0.4801986501973506,0.4524416491777705,0.0345178045778287,0.040383536443934775,1.2,4.2,2.5,4.3
1.99526231496888,0.0005011872336272,0.398107170553497,12269569.258797675,9599066.89239482,7684072.891859053,0.8005020673360465,0.6262707948243028,0.4190541784183492,0.022328576436424,0.032276429870169,1.2,4.2,2.5,4.3
1.99526231496888,0.0007943282347242,0.251188643150958,13352511.832009876,13069019.01179726,8776937.71377823,0.6715835140996723,0.657324840764218,0.3950098712194093,0.0188227587439696,0.027661676954436387,1.2,4.2,2.5,4.3
1.99526231496888,0.0012589254117941,0.1584893192461113,13444646.998578977,15460280.950290687,7478540.59720504,0.4837260474923275,0.5562467053240951,0.3728764023847897,0.0164139344412473,0.025432632108039407,1.2,4.2,2.5,4.3
1.99526231496888,0.0019952623149688,0.0999999999999999,13389365.898637516,16445418.500529531,5401955.689148981,0.3284778486467244,0.4034511962735051,0.348971608353046,0.0116136426831218,0.024659117788126114,1.2,4.2,2.5,4.3
1.99526231496888,0.0031622776601683,0.0630957344480193,12767099.15827082,16554563.236311393,3511058.57833184,0.2120900762051247,0.2750083268568722,0.3302529147143955,0.0109223658011303,0.024577694204697624,1.2,4.2,2.5,4.3
1.99526231496888,0.0050118723362727,0.0398107170553497,12241219.976776415,14826674.497115487,2205574.141253165,0.1487571701720609,0.1801760074108216,0.3187207808915335,0.0108447822115845,0.02597036918201579,1.2,4.2,2.5,4.3
1.99526231496888,0.0079432823472428,0.0251188643150958,12297918.54081894,9988869.52018717,1294144.7242700309,0.129558677451398,0.1052328261871745,0.3125589689596002,0.009389232614799,0.03164039014041319,1.2,4.2,2.5,4.3
1.99526231496888,0.0125892541179416,0.0158489319246111,11913785.769430842,6487733.190562593,782440.1837864866,0.1206030150753835,0.0656751933372951,0.3090956905157617,0.0087396588001522,0.03926029056115803,1.2,4.2,2.5,4.3
1.99526231496888,0.0199526231496888,0.0099999999999999,11726680.508090517,4123403.069990893,497529.89947292407,0.1206600206256389,0.0424271727305665,0.3086285447964376,0.00779497179927,0.04924612975357898,1.2,4.2,2.5,4.3
1.99526231496888,0.0316227766016838,0.0063095734448019,11638797.733824603,2469222.4640508126,314677.0304358684,0.1274397244546503,0.027036901717207,0.3100394055984266,0.0073013778599764,0.06363849352655619,1.2,4.2,2.5,4.3
3.1622776601683795,0.0005011872336272,0.6309573444801929,8195777.432342491,4556104.898664823,4017093.262411196,0.8816946386788448,0.4901418194397017,0.5553125397057176,0.0265398205527159,0.046849303931238095,1.2,4.2,2.5,4.3
3.1622776601683795,0.0007943282347242,0.3981071705534973,9030663.787868522,6845053.660160324,5709545.399079469,0.8341125844360059,0.6322398367603357,0.5265723271593947,0.017408795642544,0.038221838355886835,1.2,4.2,2.5,4.3
