Q2,x,y,purity,stability,sigma_red,sigma_red_pdf_unc,sigma_stat,sigma_p2p,sigma_norm
1.2589254117941673,0.0001995262314968,0.6309573444801935,0.869572882935311,0.4738799661875375,0.3205089958723495,0.0313227960261897,0.03308037415534696,1.2,2.5
1.2589254117941673,0.0003162277660168,0.3981071705534972,0.7787470261696383,0.5756998387805986,0.2900234568815,0.0265002309906387,0.026444869540626015,1.2,2.5
1.2589254117941673,0.0005011872336272,0.2511886431509579,0.5901615485373456,0.5647239050205779,0.2702613555981096,0.0169278395877267,0.022657865453737026,1.2,2.5
1.2589254117941673,0.0007943282347242,0.1584893192461114,0.382035247299657,0.4531966549770758,0.2549513969859338,0.0137513361301252,0.020026776261712252,1.2,2.5
1.2589254117941673,0.0012589254117941,0.0999999999999999,0.2277402597403026,0.3000479091095698,0.2406642791653812,0.0124907966389474,0.019143819848729392,1.2,2.5
1.2589254117941673,0.0019952623149688,0.0630957344480192,0.1528267069284011,0.1917625596407601,0.2248289052536573,0.0091758092051304,0.019862036579265156,1.2,2.5
1.2589254117941673,0.0031622776601683,0.0398107170553497,0.1247280638143545,0.1254558716265456,0.2128398599200502,0.0084902348972742,0.02261839752052858,1.2,2.5
1.2589254117941673,0.0050118723362727,0.0251188643150957,0.1148640555755101,0.0720727491357237,0.2067445060683594,0.0087514811155546,0.02906877531909233,1.2,2.5
1.2589254117941673,0.0079432823472428,0.0158489319246111,0.1143607049118953,0.0476041829249217,0.2052266142785425,0.0077558156491624,0.03636783600298533,1.2,2.5
1.2589254117941673,0.0125892541179416,0.0099999999999999,0.1327853303825446,0.0331779761434516,0.2056309981234995,0.0077003277936082,0.047227436166998836,1.2,2.5
1.2589254117941673,0.0199526231496888,0.0063095734448019,0.1258415328845147,0.0194291196929696,0.2074467528396249,0.0072489713745282,0.06044394876336011,1.2,2.5
1.99526231496888,0.0003162277660168,0.6309573444801932,0.8717205761357428,0.4801986501973506,0.4524416491777705,0.0345178045778287,0.040383536443934775,1.2,2.5
1.99526231496888,0.0005011872336272,0.398107170553497,0.8005020673360465,0.6262707948243028,0.4190541784183492,0.022328576436424,0.032276429870169,1.2,2.5
1.99526231496888,0.0007943282347242,0.251188643150958,0.6715835140996723,0.657324840764218,0.3950098712194093,0.0188227587439696,0.027661676954436387,1.2,2.5
1.99526231496888,0.0012589254117941,0.1584893192461113,0.4837260474923275,0.5562467053240951,0.3728764023847897,0.0164139344412473,0.025432632108039407,1.2,2.5
1.99526231496888,0.0019952623149688,0.0999999999999999,0.3284778486467244,0.4034511962735051,0.348971608353046,0.0116136426831218,0.024659117788126114,1.2,2.5
1.99526231496888,0.0031622776601683,0.0630957344480193,0.2120900762051247,0.2750083268568722,0.3302529147143955,0.0109223658011303,0.024577694204697624,1.2,2.5
1.99526231496888,0.0050118723362727,0.0398107170553497,0.1487571701720609,0.1801760074108216,0.3187207808915335,0.0108447822115845,0.02597036918201579,1.2,2.5
1.99526231496888,0.0079432823472428,0.0251188643150958,0.129558677451398,0.1052328261871745,0.3125589689596002,0.009389232614799,0.03164039014041319,1.2,2.5
1.99526231496888,0.0125892541179416,0.0158489319246111,0.1206030150753835,0.0656751933372951,0.3090956905157617,0.0087396588001522,0.03926029056115803,1.2,2.5
1.99526231496888,0.0199526231496888,0.0099999999999999,0.1206600206256389,0.0424271727305665,0.3086285447964376,0.00779497179927,0.04924612975357898,1.2,2.5
1.99526231496888,0.0316227766016838,0.0063095734448019,0.1274397244546503,0.027036901717207,0.3100394055984266,0.0073013778599764,0.06363849352655619,1.2,2.5
3.1622776601683795,0.0005011872336272,0.6309573444801929,0.8816946386788448,0.4901418194397017,0.5553125397057176,0.0265398205527159,0.046849303931238095,1.2,2.5
3.1622776601683795,0.0007943282347242,0.3981071705534973,0.8341125844360059,0.6322398367603357,0.5265723271593947,0.017408795642544,0.038221838355886835,1.2,2.5
3.1622776601683795,0.0012589254117941,0.2511886431509579,0.7326404579002653,0.7153993234298879,0.49610125931362,0.01391967135738,0.0325981257938769,1.2,2.5
3.1622776601683795,0.0019952623149688,0.1584893192461112,0.5948484035416844,0.6456027955736566,0.4625890269395649,0.0094805695767729,0.030764458229493738,1.2,2.5
3.1622776601683795,0.0031622776601683,0.1,0.4628885316184282,0.5086118062711749,0.4343104804963517,0.0092789265096183,0.03074384276230597,1.2,2.5
3.1622776601683795,0.0050118723362727,0.0630957344480193,0.3058706219618536,0.3774223315903066,0.4122060255020208,0.0091901078177297,0.02965347330875928,1.2,2.5
3.1622776601683795,0.0079432823472428,0.0398107170553497,0.2026391429317908,0.2448303078137424,0.3947924839382373,0.0081408652625275,0.030359858054395932,1.2,2.5
3.1622776601683795,0.0125892541179416,0.0251188643150957,0.15885503850018,0.1561882817643297,0.3816955897395863,0.007663314833766,0.0343646050155178,1.2,2.5
3.1622776601683795,0.0199526231496888,0.0158489319246111,0.1559770401796907,0.1058783669320786,0.3735753188516683,0.006403517658961,0.041959885501723505,1.2,2.5
3.1622776601683795,0.0316227766016838,0.0099999999999999,0.1547334924423176,0.0684738602358794,0.3677406648272815,0.0063187876129504,0.05297382457008615,1.2,2.5
3.1622776601683795,0.0501187233627272,0.0063095734448019,0.1711830799735656,0.0467255998556775,0.3616907266677353,0.0051401195929761,0.06828487231192398,1.2,2.5
5.011872336272724,0.0007943282347242,0.6309573444801935,0.8916488077791905,0.4786845310597025,0.6531883351274638,0.0146400089844991,0.05657956509832989,1.2,2.5
5.011872336272724,0.0012589254117941,0.3981071705534972,0.8554764825521011,0.6441605839416589,0.6280299903482165,0.0105976443052115,0.046229123252573626,1.2,2.5
