Q2,x,y,purity,stability,sigma_red,sigma_red_pdf_unc,sigma_stat,sigma_p2p,sigma_norm
2.0,0.0005,0.7692307692307692,0.9123641641380308,0.3921180096873248,0.4307035884602735,0.0338207907756618,0.06329814704589021,4.2,4.3
2.0,0.0008,0.4807692307692307,0.8640539927404577,0.5598015800110007,0.3956961839482352,0.0212404319878248,0.04709481127508487,4.2,4.3
2.0,0.001,0.3846153846153846,0.7609022556390822,0.6465076660987906,0.3840975539393742,0.0191211656366406,0.03960020124148225,4.2,4.3
2.0,0.002,0.1923076923076923,0.5916147362142116,0.6051701991008172,0.3487352589943391,0.011688449361293,0.03503848098987266,4.2,4.3
2.0,0.0032,0.1201923076923076,0.4050228538423445,0.4632197031479121,0.3301128086755399,0.0109570918380745,0.033397921683808916,4.2,4.3
2.0,0.005,0.0769230769230769,0.2593862075354061,0.3195825860100781,0.3191433657334636,0.0108611890202053,0.032172458646346346,4.2,4.3
2.0,0.008,0.048076923076923,0.1688657147016173,0.2096270740923024,0.3129114699340704,0.0093769648469283,0.032172458646346346,4.2,4.3
2.0,0.013,0.029585798816568,0.1526827124056774,0.1433866891322499,0.309572879600596,0.0087614018922445,0.037460105877733976,4.2,4.3
2.0,0.02,0.0192307692307692,0.1430251054706307,0.0869053622457469,0.3091055235925697,0.0077840217562752,0.04651571640757153,4.2,4.3
2.0,0.032,0.0120192307692307,0.1461518965954175,0.0570862893911843,0.3105220541928323,0.0073059744427493,0.057478182323267374,4.2,4.3
2.0,0.05,0.0076923076923076,0.153647276084954,0.0345113655218153,0.3110644793789064,0.0058795992147227,0.07600980396793186,4.2,4.3
2.7,0.0008,0.6490384615384616,0.9105477994823876,0.4704350091169189,0.4667316566297928,0.0251972302631739,0.06279590862992736,4.2,4.3
2.7,0.0013,0.3994082840236687,0.8596844469269029,0.6129261363636107,0.4412595876261944,0.015876430635672,0.05096151811795647,4.2,4.3
2.7,0.002,0.2596153846153846,0.7482590364299396,0.6824368114063321,0.4163100916146819,0.0106221561634538,0.04304175979793785,4.2,4.3
2.7,0.0032,0.1622596153846154,0.5985915492957498,0.6134205528592301,0.3937975945452378,0.010080812239028,0.04013115157048729,4.2,4.3
2.7,0.005,0.1038461538461538,0.4277888542614029,0.4708138048572329,0.3780239614931187,0.009815168262081,0.03890966064026123,4.2,4.3
2.7,0.008,0.0649038461538461,0.2927654566184498,0.3469921534437283,0.3664733469405732,0.0086187911246511,0.037925143444878656,4.2,4.3
2.7,0.013,0.0399408284023668,0.2053823023242384,0.2339004953693487,0.3583956905533403,0.0079906099812077,0.03845966027249079,4.2,4.3
2.7,0.02,0.0259615384615384,0.1684806918145072,0.1530474040631914,0.3554986152072009,0.0067567406547134,0.04408583480130238,4.2,4.3
2.7,0.032,0.0162259615384615,0.1667270750271773,0.0979820627802615,0.3541945712692002,0.0066273024597951,0.05462622565517364,4.2,4.3
2.7,0.05,0.0103846153846153,0.1598779557589666,0.0598994055784135,0.3521559956755384,0.0053704055304558,0.06908479845549126,4.2,4.3
2.7,0.08,0.0064903846153846,0.1709309244333899,0.035868331441541,0.3491320142401354,0.0061541454175031,0.0919857649987585,4.2,4.3
3.5,0.0008,0.8413461538461539,0.93467569609538,0.3623853211009065,0.5194345150084416,0.0260190463368234,0.09619572600805787,4.2,4.3
3.5,0.0013,0.5177514792899408,0.8866796390631819,0.5304695304694895,0.5086362569478747,0.0139024661846129,0.06598030629420328,4.2,4.3
3.5,0.002,0.3365384615384615,0.8269572609938712,0.6641837368094059,0.484060426117132,0.0092375119695847,0.054976044964861435,4.2,4.3
3.5,0.0032,0.2103365384615384,0.7276105646576259,0.7054618244209087,0.4560989142579744,0.0089870027593948,0.04802902502367014,4.2,4.3
3.5,0.005,0.1346153846153846,0.5956540729416571,0.6110333239988494,0.4327647394926815,0.0088845645658976,0.0462070807823277,4.2,4.3
3.5,0.008,0.0841346153846153,0.4514764500121586,0.4812138728323279,0.4120012967729576,0.0078712728435489,0.04605208304196614,4.2,4.3
3.5,0.013,0.051775147928994,0.2905325138164069,0.337331334332806,0.3951593608264398,0.0074630703451766,0.04494278249983574,4.2,4.3
3.5,0.02,0.0336538461538461,0.2066069428891206,0.2200357781752968,0.3847726557669817,0.0062179366847682,0.04679324054551357,4.2,4.3
3.5,0.032,0.0210336538461538,0.1828659239339149,0.1431148526758784,0.3758838556022264,0.0061295149913026,0.05481529595128321,4.2,4.3
3.5,0.05,0.0134615384615384,0.161539583029599,0.0892684498872017,0.3676563155842547,0.0050143979595875,0.0675364831186391,4.2,4.3
3.5,0.08,0.0084134615384615,0.1747689835275257,0.0552030456852764,0.3597720459147389,0.0052505789548982,0.08863319469979972,4.2,4.3
3.5,0.13,0.0051775147928994,0.1237113402061859,0.0243277848911646,0.3546128521415599,0.0048123877717045,0.13028852736813035,4.2,4.3
4.5,0.0013,0.6656804733727811,0.9339976892124128,0.4451566951566651,0.5582868252406136,0.012808446130515,0.07644634774678608,4.2,4.3
4.5,0.002,0.4326923076923076,0.9067800356092632,0.5839205637411542,0.543629743406172,0.0083625110163807,0.06237297913514545,4.2,4.3
4.5,0.0032,0.2704326923076923,0.8248467168585042,0.7211362248014422,0.5133001478104953,0.0081901873529609,0.05227300642718346,4.2,4.3
4.5,0.005,0.173076923076923,0.7058262696083267,0.6920829681565626,0.4832015735714501,0.0081554274214007,0.04827310408014144,4.2,4.3
4.5,0.008,0.1081730769230769,0.5771253351503913,0.5948091603053088,0.4541335208519169,0.0073007387836361,0.04813704658272097,4.2,4.3
4.5,0.013,0.0665680473372781,0.4635655528863222,0.4850700792199465,0.4288704757724484,0.0069399549538926,0.0477224678258177,4.2,4.3
4.5,0.02,0.0432692307692307,0.3034003796182957,0.3266793409378714,0.4112580634406537,0.0058170505224552,0.047975286237584625,4.2,4.3
4.5,0.032,0.0270432692307692,0.2388600609504818,0.2317034196228671,0.3952540438529853,0.0057014325196562,0.050762337635274095,4.2,4.3
4.5,0.05,0.0173076923076923,0.1955838964499836,0.1384770889487811,0.3814554806689237,0.0047226102507484,0.06100767625944745,4.2,4.3
4.5,0.08,0.0108173076923076,0.2139119729147496,0.0941415509651162,0.3686640302178431,0.0046476162612207,0.07757718132100383,4.2,4.3
4.5,0.13,0.0066568047337278,0.1520799165051464,0.0483183325438177,0.3586130159432369,0.0042995665458963,0.10798780014782872,4.2,4.3
6.5,0.002,0.625,0.9195063239750804,0.4853963838664644,0.6075306767153504,0.0077606500269348,0.08287868786143744,4.2,4.3
6.5,0.0032,0.390625,0.8917105845149228,0.6441993464051927,0.587890857159386,0.0073165323524926,0.06650203902920207,4.2,4.3
6.5,0.005,0.25,0.8131408564210707,0.7314263011521354,0.5515986525996307,0.0073054555388599,0.05877529863677901,4.2,4.3
6.5,0.008,0.15625,0.693498452012348,0.706152082537225,0.5115600699399788,0.0066127242301947,0.054176458491633224,4.2,4.3
6.5,0.013,0.0961538461538461,0.5974503456819348,0.5932539682539335,0.4744969195335455,0.006303891806647,0.05590738245044797,4.2,4.3
6.5,0.02,0.0625,0.4748413870156531,0.4835432750914007,0.4468031256240133,0.0053138409591191,0.0558649801823453,4.2,4.3
6.5,0.032,0.0390625,0.3352303410459688,0.3311448502256727,0.4209930394178687,0.0051932627797628,0.05699985348857992,4.2,4.3
6.5,0.05,0.025,0.2452733776188024,0.2213001383125832,0.3993716499406503,0.0043826281675918,0.06321839045299085,4.2,4.3
6.5,0.08,0.015625,0.2344222625529414,0.1443202979515818,0.3797739751287521,0.0040624665351353,0.07690550477109023,4.2,4.3
6.5,0.13,0.0096153846153846,0.1662831267166534,0.0677146311971,0.3629744354752948,0.0037549078017346,0.10775909293701856,4.2,4.3
6.5,0.2,0.00625,0.1566810107028582,0.0478114478114492,0.34091414383008,0.0032328187881776,0.1313765506617414,4.2,4.3
8.5,0.002,0.8173076923076923,0.9344287540399756,0.4125122189638424,0.6192942956215983,0.0080275994179507,0.13159994834276742,4.2,4.3
8.5,0.0032,0.5108173076923077,0.909771224431686,0.5589171974522358,0.6302098689495065,0.0069045244398973,0.10067841953993346,4.2,4.3
8.5,0.005,0.3269230769230769,0.8653234948088669,0.6807547169811365,0.5962129015761342,0.0068282030157915,0.08662132573975441,4.2,4.3
8.5,0.008,0.204326923076923,0.7508773398648396,0.7439939939939976,0.5502296261180432,0.006206660164383,0.07698152659515843,4.2,4.3
8.5,0.013,0.1257396449704142,0.6814125432535398,0.6802670623145444,0.5052610066171008,0.0059192170608227,0.07623584902011388,4.2,4.3
8.5,0.02,0.0817307692307692,0.5738404138772024,0.5597243491577397,0.4706132028644929,0.005007724196356,0.07835662548277887,4.2,4.3
8.5,0.032,0.0510817307692307,0.4349443916153395,0.4297385620915118,0.4380445749070202,0.0048953693148752,0.08041977298657829,4.2,4.3
8.5,0.05,0.0326923076923076,0.3265833294893769,0.3036020583190482,0.4110456959476875,0.0041806539172447,0.08494429621074967,4.2,4.3
8.5,0.08,0.0204326923076923,0.2716468590831983,0.2073279714030442,0.3865788281464874,0.0037694554429537,0.09569675220777664,4.2,4.3
8.5,0.13,0.0125739644970414,0.1776315789473691,0.0971223021582753,0.3652561076349789,0.0034653266065656,0.13096535544134755,4.2,4.3
8.5,0.2,0.0081730769230769,0.2037351443123932,0.0863874345549753,0.3389470979437309,0.00304421074434,0.15538169516340164,4.2,4.3
8.5,0.32,0.005108173076923,0.1939058171745146,0.0552268244575939,0.2650277226131154,0.0033816128778251,0.2327315439630079,4.2,4.3
10.0,0.0032,0.6009615384615384,0.8745061658035431,0.4402732671680263,0.647059770881937,0.0067625797025293,0.14324530135809804,4.2,4.3
10.0,0.005,0.3846153846153846,0.8654949309665163,0.6059224626674995,0.6200517936126718,0.0065937522870877,0.11479516619197923,4.2,4.3
10.0,0.008,0.2403846153846153,0.8053507521794705,0.7188232601546781,0.5721512594119785,0.005996228827651,0.10001941515955494,4.2,4.3
10.0,0.013,0.1479289940828402,0.7292951544465667,0.6985817904325096,0.5228968171315311,0.0057154805427332,0.09560533987172425,4.2,4.3
10.0,0.02,0.0961538461538461,0.6641364350268177,0.6452681497520995,0.4842408120914924,0.0048456254740321,0.09711667830583957,4.2,4.3
10.0,0.032,0.0600961538461538,0.5480235933286469,0.5118220822332199,0.4477357449996196,0.0047400917705989,0.10078575339090275,4.2,4.3
10.0,0.05,0.0384615384615384,0.41072528140144,0.4070836479759248,0.4175889817956935,0.0040732766293587,0.10283958680073021,4.2,4.3
10.0,0.08,0.0240384615384615,0.3136095690493299,0.2789309101193123,0.3903122577735676,0.0036289978028763,0.11125880970061536,4.2,4.3
10.0,0.13,0.014792899408284,0.2603275965235954,0.1637964876612682,0.3663334633515059,0.0033224126390628,0.14439074257651502,4.2,4.3
10.0,0.2,0.0096153846153846,0.2129231418381851,0.0902187831920303,0.3375873702217005,0.0029538268784387,0.18999812363888124,4.2,4.3
10.0,0.32,0.0060096153846153,0.1360600247665715,0.0447807214415028,0.2615477765760466,0.0032315563073449,0.27818703395323585,4.2,4.3
12.0,0.0032,0.7211538461538461,0.9040614610405174,0.396976197773021,0.6537029108202037,0.0067311723812761,0.1570008630420474,4.2,4.3
12.0,0.005,0.4615384615384615,0.8980400026552545,0.5291912660481755,0.6425691989,0.0063794027638316,0.12980559348133638,4.2,4.3
12.0,0.008,0.2884615384615384,0.8523956216818545,0.7053240531501447,0.5950982090851398,0.0057902223166003,0.10758315132023188,4.2,4.3
12.0,0.013,0.1775147928994083,0.7616017705235286,0.7349172450613924,0.5417585618747378,0.0055112674733199,0.0988449985134797,4.2,4.3
12.0,0.02,0.1153846153846153,0.7054480243070456,0.6824738550306576,0.4988448600114994,0.0046835913736908,0.09936627987225688,4.2,4.3
12.0,0.032,0.0721153846153846,0.6258944188265294,0.5842300556586337,0.4580736484470427,0.0045858941782081,0.10261330390314968,4.2,4.3
12.0,0.05,0.0461538461538461,0.4977601867138567,0.4603143027650778,0.4244927276028328,0.0039645704337752,0.1067499949047498,4.2,4.3
