Q2,x,y,gen,rec,gen_rec,purity,stability,sigma_red,sigma_red_pdf_unc,sigma_stat,sigma_p2p_opt,sigma_p2p_pess,sigma_norm_opt,sigma_norm_pess
4.5,0.008,0.05625,4559982.01311806,5223355.212415149,1876722.4698066728,0.3592944369063736,0.4115635685421032,0.4547641697643897,0.007291129348393,0.04375475128830292,1.2,4.2,2.5,4.3
4.5,0.013,0.0346153846153846,4265149.480097132,5029162.630569634,1202009.5577009756,0.2390078917700119,0.2818212030574838,0.4290890868260366,0.0069366882163346,0.04459150804771023,1.2,4.2,2.5,4.3
4.5,0.02,0.0225,4066704.505948388,4100723.6443738905,742751.1889567365,0.1811268579329348,0.1826420355524506,0.4113426061114276,0.0058156231521309,0.04938212208636254,1.2,4.2,2.5,4.3
4.5,0.032,0.0140625,3832822.929273055,2674754.758704893,432326.5508240515,0.1616322204557484,0.1127958579881611,0.3952829993312506,0.0057010500528666,0.061144586952769545,1.2,4.2,2.5,4.3
4.5,0.05,0.009,3845580.1061826185,1689617.2084664374,328851.67144649284,0.1946308724832244,0.0855141909325439,0.3814651907039452,0.0047225063334627,0.0769317900904338,1.2,4.2,2.5,4.3
4.5,0.08,0.005625,3683989.19866148,996477.263046925,177183.01263280923,0.1778093883357031,0.0480954213158892,0.3686666579278272,0.0046475957160881,0.10017660358084032,1.2,4.2,2.5,4.3
6.5,0.0008,0.8125,2724366.0022420846,1236100.1874913557,1105621.998828733,0.8944436786087496,0.4058272632674295,0.6895796212148264,0.014869150155728,0.08994420010268116,1.2,4.2,2.5,4.3
6.5,0.0013,0.5,3340962.886204325,2066918.421068911,1855460.508290737,0.8976941176668123,0.5553669919388806,0.6883319243166025,0.009177144312727,0.06955659791729742,1.2,4.2,2.5,4.3
6.5,0.002,0.325,3550747.573161593,3029240.300100616,2472057.392252938,0.8160651342750289,0.6962075848303159,0.6503578642730901,0.0069474696038936,0.057455702234013924,1.2,4.2,2.5,4.3
6.5,0.0032,0.203125,3689659.05506573,3798803.790847552,2688929.399715519,0.7078358208955012,0.7287744909719353,0.6012123866135887,0.0071092893013317,0.05130699375245147,1.2,4.2,2.5,4.3
6.5,0.005,0.13,3662727.23714554,3812978.431858178,2418193.7564125583,0.6342007434943975,0.6602167182662284,0.5561108466813525,0.0072535403790101,0.05121153879767662,1.2,4.2,2.5,4.3
6.5,0.008,0.08125,3523815.755241404,3740687.762703985,1987284.6696895391,0.5312618416066396,0.5639581657280484,0.513053871712666,0.006595812907502,0.05170401519487255,1.2,4.2,2.5,4.3
6.5,0.013,0.05,3343797.8144064504,3746357.619108235,1448648.3112858313,0.386681800983714,0.4332344213649704,0.4749825165858604,0.0062984404650124,0.0516648751323404,1.2,4.2,2.5,4.3
6.5,0.02,0.0325,3277177.001656507,3598941.3525977223,972380.3733288624,0.2701851122489108,0.2967128027681616,0.4469817511433021,0.0053115418991209,0.05271237877030578,1.2,4.2,2.5,4.3
6.5,0.032,0.0203125,3121255.9505396187,2863277.484146221,574072.9609302983,0.2004950495049475,0.1839237057220666,0.4210511915530581,0.0051926837450459,0.05909738727538806,1.2,4.2,2.5,4.3
6.5,0.05,0.013,2980927.004534419,1967440.1722746657,338773.92015393,0.1721902017291101,0.1136471707085098,0.3993902418122643,0.0043824727211085,0.0712933845325449,1.2,4.2,2.5,4.3
6.5,0.08,0.008125,2705938.9689282705,1094282.286020234,182852.86903705916,0.1670984455958543,0.0675746464117336,0.3797787058281539,0.0040624282164113,0.09559503036551047,1.2,4.2,2.5,4.3
8.5,0.0013,0.6538461538461539,1705209.3135781237,848033.1298331886,741333.724855674,0.8741801455345232,0.4347464671654281,0.7332149938051205,0.0084872234901518,0.1085909394852404,1.2,4.2,2.5,4.3
8.5,0.002,0.425,1868217.6852002984,1326163.1374920125,1109874.3911319205,0.836906380334829,0.5940819423368892,0.7095971515142666,0.0064863456928887,0.08683634272257937,1.2,4.2,2.5,4.3
8.5,0.0032,0.265625,1995789.4542959132,1797679.0693420533,1431638.7420730826,0.796381716007329,0.7173295454545553,0.6578619281965847,0.0065858967002884,0.07458369909166193,1.2,4.2,2.5,4.3
8.5,0.005,0.17,1963187.7799714785,2040125.118727113,1394784.6754454605,0.6836760464552796,0.7104693140794327,0.6050871746083072,0.0067506502859646,0.07001185722587412,1.2,4.2,2.5,4.3
8.5,0.008,0.10625,1900819.3595247332,1966462.4939506624,1233193.767924348,0.6271127833446939,0.6487695749440845,0.553015977982058,0.0061813419115556,0.0713111050167968,1.2,4.2,2.5,4.3
8.5,0.013,0.0653846153846153,1759072.9494184945,1878737.514558071,905759.5605789246,0.4821107544616115,0.5149073327961448,0.5061265656907438,0.0059114012441666,0.07295699644426128,1.2,4.2,2.5,4.3
8.5,0.02,0.0425,1686782.2802643126,1761907.8776206193,659120.8069940486,0.3740949316170621,0.3907563025210146,0.4709208087205064,0.0050045077812262,0.07533701373791114,1.2,4.2,2.5,4.3
8.5,0.032,0.0265625,1574802.616280384,1642840.8931313786,426656.6944198017,0.2597066436583289,0.2709270927092733,0.4381413515023656,0.0048945911314375,0.07801933561148856,1.2,4.2,2.5,4.3
8.5,0.05,0.017,1550705.7265623233,1268630.370450908,273570.5715050574,0.2156424581005596,0.1764168190127996,0.4110756604553168,0.004180444952573,0.08878353809118482,1.2,4.2,2.5,4.3
8.5,0.08,0.010625,1437308.5984773322,769683.0068769241,144581.33830837227,0.187845303867403,0.1005917159763324,0.3865861240633545,0.0037693927848707,0.11398404131465018,1.2,4.2,2.5,4.3
8.5,0.13,0.0065384615384615,1073020.3245042982,408229.6611059899,52446.17173931138,0.1284722222222226,0.0488771466314395,0.3652569853552739,0.0034652937020151,0.15651202905947087,1.2,4.2,2.5,4.3
10.0,0.0013,0.7692307692307693,996858.7911694236,448237.9068427153,385626.37320556166,0.8603162903419417,0.3868415232143161,0.7432604167388399,0.0083426785448578,0.1493639221681543,1.2,4.2,2.5,4.3
10.0,0.002,0.5,1171094.30935905,684667.9201162172,579570.1432202365,0.8464981726058655,0.4948962168020783,0.7392782000423219,0.0062967629302066,0.12085371644216794,1.2,4.2,2.5,4.3
10.0,0.0032,0.3125,1263097.9102387356,1120460.0189423503,902749.268504038,0.8056952084342833,0.7147104442072992,0.689869348365253,0.0063341605976401,0.09447171900288506,1.2,4.2,2.5,4.3
10.0,0.005,0.2,1320821.9310726095,1290995.217000328,940927.5122865596,0.7288388832863666,0.7123802915071629,0.6334395220831195,0.0064941454679959,0.08801114749184016,1.2,4.2,2.5,4.3
10.0,0.008,0.125,1233472.2295299578,1256703.5873952063,826686.6814787962,0.6578215338688461,0.670211020311194,0.5762221092530814,0.0059640033723971,0.08920384462755744,1.2,4.2,2.5,4.3
10.0,0.013,0.0769230769230769,1175291.6934592826,1216118.2915515974,696569.3447437038,0.5727809125006897,0.5926778421222937,0.5241264151372298,0.0057058271977473,0.0906801207245569,1.2,4.2,2.5,4.3
10.0,0.02,0.05,1131491.3717398797,1155215.2535965692,561843.4772270841,0.4863539288265789,0.4965512696425997,0.4846687460095709,0.0048417073956503,0.09303975168566402,1.2,4.2,2.5,4.3
10.0,0.032,0.03125,1082269.865523809,1098939.885794673,391755.1547584756,0.3564846083233996,0.3619754806430552,0.4478676730459896,0.0047391646215134,0.09539223667086755,1.2,4.2,2.5,4.3
10.0,0.05,0.02,1006207.2784985655,934471.2313510705,240717.67543791648,0.2575977380169144,0.2392326914958403,0.4176290677815202,0.0040730258194095,0.1034467931630453,1.2,4.2,2.5,4.3
10.0,0.08,0.0125,922072.60283171,577311.2463849807,136690.72388879771,0.236771281946663,0.1482429078458863,0.3903217634916184,0.0036289126875255,0.13161184915865062,1.2,4.2,2.5,4.3
10.0,0.13,0.0076923076923076,696368.59122678,337642.9869338144,54898.592355911045,0.162593610649086,0.0788355377418691,0.3663344703966306,0.0033223693028592,0.17209614147024363,1.2,4.2,2.5,4.3
12.0,0.0013,0.9230769230769232,602122.2632784809,241888.49132217345,209392.25987773007,0.8656561489684049,0.3477570464470376,0.7326298749661265,0.0085431021819565,0.20332575662944036,1.2,4.2,2.5,4.3
12.0,0.002,0.6,1107675.4934626322,574753.0694930977,488342.90745453,0.849656893325029,0.4408718170047737,0.7634906300685085,0.0061573152020412,0.1319044205252933,1.2,4.2,2.5,4.3
12.0,0.0032,0.375,1177472.9134218623,837193.7616608706,697496.1350720867,0.8331358486097123,0.5923670320747236,0.7227884205611963,0.0061042643722208,0.10929165643744204,1.2,4.2,2.5,4.3
12.0,0.005,0.24,1230060.0106514196,1195997.9135822747,918122.9111760922,0.7676626361547018,0.746404974737671,0.6638556460122728,0.0062456505627548,0.09143969925308092,1.2,4.2,2.5,4.3
12.0,0.008,0.15,1204961.6233373128,1234721.1397240397,861830.8139144527,0.6979963217500853,0.7152350724062808,0.6013480362178859,0.0057480644975175,0.08999441497697648,1.2,4.2,2.5,4.3
12.0,0.013,0.0923076923076923,1163130.9778138015,1187392.752217438,757015.16784554,0.6375440362355468,0.6508425811755191,0.5435860955791331,0.0054991284823541,0.09177043771587995,1.2,4.2,2.5,4.3
12.0,0.02,0.06,1079350.1706367116,1094648.23528531,581445.9727768595,0.5311715252757073,0.5387000332189348,0.4994658099452229,0.004678733585535,0.09557904995544195,1.2,4.2,2.5,4.3
12.0,0.032,0.0375,1029511.9443986996,1043375.815486492,435038.7134445698,0.4169530355097655,0.4225679127002845,0.4582607567075747,0.0045847704308218,0.09789930687679572,1.2,4.2,2.5,4.3
12.0,0.05,0.024,954575.3308465808,923501.1370291152,269269.8410413977,0.2915749967646314,0.2820833855014788,0.424548402362041,0.0039642610817167,0.10405939168669759,1.2,4.2,2.5,4.3
12.0,0.08,0.015,907246.9433399792,681122.4252528837,177481.4531497865,0.2605720301807595,0.1956263996838594,0.3941635005202045,0.0034958157887498,0.1211678523846403,1.2,4.2,2.5,4.3
12.0,0.13,0.0092307692307692,676700.3284403982,354843.3901694952,72187.74256058663,0.2034355001684131,0.1066760861886366,0.3673057684963636,0.0031853619079341,0.16787330477201567,1.2,4.2,2.5,4.3
12.0,0.2,0.006,609532.2633426457,224092.7438759962,41113.54874311579,0.1834666666666652,0.0674509803921634,0.3359419854510458,0.0028679939219866,0.21124483681279796,1.2,4.2,2.5,4.3
15.0,0.002,0.75,856213.5558012954,381136.93878427375,326279.0350834403,0.8560677328316283,0.3810720268007075,0.7729432078395321,0.006126107193235,0.16197928561991046,1.2,4.2,2.5,4.3
15.0,0.0032,0.46875,967124.524503634,591246.2954423679,505194.68179400166,0.854457246816265,0.5223677706376925,0.7566253180665866,0.0058894916271087,0.13005162518121968,1.2,4.2,2.5,4.3
15.0,0.005,0.3,969275.8148448432,781157.4261191094,633076.9409658792,0.8104345165238804,0.653144266337873,0.6985460802991486,0.0059929831445632,0.11314378865059332,1.2,4.2,2.5,4.3
15.0,0.008,0.1875,986486.1375745164,973458.8793971944,708372.1029081997,0.7276856967464848,0.7180760843227675,0.6307111737248414,0.0055210210781566,0.1013540703587448,1.2,4.2,2.5,4.3
15.0,0.013,0.1153846153846153,941428.5565391914,963897.5889918203,644550.4894523281,0.6686918784873086,0.6846515170750459,0.5663830049348481,0.0052780941857656,0.10185551594464079,1.2,4.2,2.5,4.3
15.0,0.02,0.075,903661.459437964,891709.8464312465,524197.7464746825,0.5878568556494007,0.5800819997355088,0.5167310530044037,0.0045054395281971,0.10589811236785038,1.2,4.2,2.5,4.3
15.0,0.032,0.046875,845337.5879651825,859440.4913131092,401932.74541596224,0.4676679182311543,0.475470097554111,0.4702885763766324,0.004421430161134,0.10786786787122532,1.2,4.2,2.5,4.3
15.0,0.05,0.03,817848.8780497322,791316.2971748193,286719.1960312053,0.3623319740220928,0.350577232208137,0.4324444935714596,0.0038455679445927,0.11241517604682497,1.2,4.2,2.5,4.3
15.0,0.08,0.01875,744465.9741884866,609293.2310825114,177840.00153998812,0.2918791683013212,0.2388826456895422,0.3984119631508936,0.0033598821673334,0.1281111186206237,1.2,4.2,2.5,4.3
15.0,0.13,0.0115384615384615,547981.4563580505,316239.6801577976,66809.51670756309,0.2112622826908578,0.1219193020719844,0.3680964439898452,0.0030444647153117,0.17782459119163932,1.2,4.2,2.5,4.3
15.0,0.2,0.0075,487386.77841399255,210467.9050483349,43862.41973466132,0.2084043157296981,0.089995095635122,0.3337939248139679,0.0027800867947406,0.21797518799393195,1.2,4.2,2.5,4.3
18.0,0.002,0.9,455117.4232958552,182023.06609234028,158717.42072923543,0.8719632304661767,0.3487394957983382,0.7575924947334287,0.0063062859202936,0.23438876310230916,1.2,4.2,2.5,4.3
18.0,0.0032,0.5625,694269.199560273,373129.358069773,311100.48656490905,0.833760409993617,0.4480977793080116,0.7760726819309981,0.0057625278440923,0.163708145767863,1.2,4.2,2.5,4.3
18.0,0.005,0.36,749007.5871310392,551566.9402600657,457866.29428740026,0.8301191765980658,0.6112972714217597,0.724064926458506,0.0058242182532414,0.1346483035946492,1.2,4.2,2.5,4.3
18.0,0.008,0.225,768608.232462056,686620.1672359738,520373.2303125329,0.7578764142732993,0.6770331208210449,0.65343454880636,0.0053635500867275,0.12068178421699999,1.2,4.2,2.5,4.3
18.0,0.013,0.1384615384615384,732992.4257020378,689488.554357586,471491.13311505824,0.6838273530941474,0.6432414805152706,0.584196031738214,0.0051215966122983,0.12043049444049726,1.2,4.2,2.5,4.3
18.0,0.02,0.09,710762.4255095432,658653.3928002547,411374.5196912691,0.6245690437307498,0.5787792164116669,0.5301951640765505,0.0043834246529436,0.12321725610475076,1.2,4.2,2.5,4.3
18.0,0.032,0.05625,661043.7154015983,617061.7795368778,327952.2609043808,0.5314739492543489,0.4961128186585099,0.4795981299674089,0.0043064026081625,0.12730213178554203,1.2,4.2,2.5,4.3
18.0,0.05,0.036,618974.0376179526,577143.3920944412,242020.1633860769,0.4193414785670347,0.3910021239621979,0.438470474706722,0.003759332697991,0.1316309865236816,1.2,4.2,2.5,4.3
18.0,0.08,0.0225,565908.8758681267,486550.1655035223,149514.6787140607,0.3072955047899954,0.2642027455121625,0.4015528211017038,0.0032657902056614,0.14336270530612985,1.2,4.2,2.5,4.3
18.0,0.13,0.0138461538461538,418545.4874952996,272377.26042314427,61311.774724472096,0.2250987275120649,0.1464877213021216,0.368604206200515,0.0029480446191531,0.19160841408001494,1.2,4.2,2.5,4.3
18.0,0.2,0.009,389025.0033687073,173537.42085756877,41472.09713331738,0.2389807162534454,0.1066052227342602,0.3319546328212103,0.0027186129524151,0.2400509509236359,1.2,4.2,2.5,4.3
18.0,0.32,0.005625,234251.61493170855,77924.51680381174,12907.742047257285,0.1656441717791427,0.0551020408163259,0.249179891704933,0.0027926140161244,0.3582308149173183,1.2,4.2,2.5,4.3
22.0,0.0032,0.6875,575589.682403568,261245.53086715288,219670.64706350965,0.8408589664074113,0.381644518272463,0.7837324348034196,0.0056790348030801,0.19564806867417037,1.2,4.2,2.5,4.3
22.0,0.005,0.44,632240.328055409,417589.3584547622,343250.3255529792,0.8219805380652768,0.5429111531191301,0.7475276561140313,0.0056735995967627,0.15474808685403005,1.2,4.2,2.5,4.3
22.0,0.008,0.275,642877.2636313876,583955.8115082702,456671.1329867285,0.7820302906262985,0.7103550845882367,0.6766073890075275,0.0052173144375151,0.13086093155215978,1.2,4.2,2.5,4.3
22.0,0.013,0.1692307692307692,656502.1024590456,617181.2956669449,439460.8102570553,0.712044926413657,0.6693974148917063,0.6027515277618655,0.0049731285518761,0.12728980526585343,1.2,4.2,2.5,4.3
22.0,0.02,0.11,597461.134205861,573677.4243224931,355680.0030799654,0.6200000000000343,0.5953190638127976,0.5442284675242194,0.0042677649717949,0.13202802300800529,1.2,4.2,2.5,4.3
22.0,0.032,0.06875,585390.0050690763,524317.2626047498,289826.61541295185,0.5527695463870969,0.4951000408330377,0.4892258489876866,0.0041969732504019,0.13810293921629704,1.2,4.2,2.5,4.3
22.0,0.05,0.044,539615.3272533482,477825.4880086185,207838.5501868564,0.4349674837419046,0.3851605758582848,0.4446026980377803,0.0036742472633149,0.14466562377646527,1.2,4.2,2.5,4.3
22.0,0.08,0.0275,495274.8429984261,413525.81003247824,138160.64635767628,0.3341040462427851,0.2789575289575435,0.4046257911191878,0.003176584628039,0.15550655109997208,1.2,4.2,2.5,4.3
22.0,0.13,0.0169230769230769,358548.3902015776,233415.00202123812,56172.58113158262,0.2406554019457221,0.1566666666666726,0.3689184900036477,0.0028583029345276,0.20698344797185575,1.2,4.2,2.5,4.3
22.0,0.2,0.011,329984.03511552274,158478.38846910102,33942.580939083964,0.2141779788838643,0.1028612821441532,0.3298398787656436,0.0026597371648753,0.25119730565607684,1.2,4.2,2.5,4.3
22.0,0.32,0.006875,201026.13077302577,64897.25862648801,10875.967836114933,0.1675874769797421,0.0541022592152198,0.245114173815275,0.0026741864942481,0.3925426265697281,1.2,4.2,2.5,4.3
27.0,0.0032,0.84375,425716.4552993301,174865.81886603095,160510.1626802435,0.9179047324463926,0.3770353733857561,0.7713289173096671,0.0056753402720274,0.239137418675973,1.2,4.2,2.5,4.3
27.0,0.005,0.54,555152.424162081,288631.4541122801,235327.26010231345,0.8153209109730954,0.4238966630786211,0.7659369599007437,0.0055396023989154,0.18613505473858435,1.2,4.2,2.5,4.3
27.0,0.008,0.3375,576784.8437042397,472566.7782856628,368348.712867086,0.7794638340920829,0.6386241193535342,0.6997070381433654,0.0050802393682329,0.1454683143568503,1.2,4.2,2.5,4.3
27.0,0.013,0.2076923076923077,572243.230761687,572004.1985015527,413884.35842267977,0.7235687421646719,0.723266499582314,0.6221921593492382,0.0048326961249704,0.13222098608436678,1.2,4.2,2.5,4.3
27.0,0.02,0.135,551925.4886502672,557423.2306333573,378866.1323129974,0.67967409948545,0.6864443482027145,0.5591073501062304,0.0041561612526874,0.13393912825715693,1.2,4.2,2.5,4.3
27.0,0.032,0.084375,523958.7142145482,508421.6173058154,313968.87368652126,0.6175364362952905,0.5992244525547842,0.499426875208507,0.0040916405686341,0.1402451967631061,1.2,4.2,2.5,4.3
27.0,0.05,0.054,487147.7461538582,463244.5201404232,232219.8407205661,0.5012899896801227,0.4766928361138778,0.4510221643621513,0.0035902303074364,0.1469247142332093,1.2,4.2,2.5,4.3
27.0,0.08,0.03375,459420.0039782736,413047.7455122096,166844.51757380532,0.4039351851852039,0.3631633714880547,0.4077442632318662,0.0030941849792711,0.15559651729268736,1.2,4.2,2.5,4.3
27.0,0.13,0.0207692307692307,333808.55127767235,250505.8086208484,63343.548935614446,0.2528625954198439,0.1897601145721498,0.3691296638413775,0.0027781229590008,0.1997979830457794,1.2,4.2,2.5,4.3
27.0,0.2,0.0135,301300.1638994007,156327.09812789134,39559.83905224223,0.2530581039755391,0.1312971043236824,0.3274651986912621,0.0026039519803751,0.25291982164569116,1.2,4.2,2.5,4.3
27.0,0.32,0.0084375,176166.77571904726,65853.38766702557,12071.129136786903,0.1833030852994555,0.0685210312075988,0.2409542409665939,0.0025637314078233,0.38968253290612115,1.2,4.2,2.5,4.3
27.0,0.5,0.0054,176166.77571904726,65853.38766702557,12071.129136786903,0.1833030852994555,0.0685210312075988,0.1118483219333528,0.001909834409938,0.38968253290612115,1.2,4.2,2.5,4.3
35.0,0.005,0.7,449500.165182698,195422.5932375901,172939.84020723274,0.8849531537890127,0.3847381015687544,0.7728839909339001,0.0054189851943757,0.2262104241122596,1.2,4.2,2.5,4.3
35.0,0.008,0.4375,482128.0686910368,315044.51885712583,246442.26019856345,0.7822458270106459,0.5111551809618692,0.7251264688149307,0.0049412961369634,0.178161571958527,1.2,4.2,2.5,4.3
35.0,0.013,0.2692307692307692,479498.713829559,425357.9069091286,309068.71235376707,0.7266085979207976,0.6445663010967483,0.6460500811952699,0.0046863517862557,0.15332844981311505,1.2,4.2,2.5,4.3
