Q2,x,y,gen,rec,gen_rec,purity,stability,sigma_red,sigma_red_pdf_unc,sigma_stat,sigma_p2p_opt,sigma_p2p_pess,sigma_norm_opt,sigma_norm_pess
3.5,0.05,0.0269230769230769,4061061.7066649087,4004431.186754318,1375468.2047512797,0.3434865379385199,0.3386967015285429,0.3676292636572333,0.0050147285215195,0.04997232807181703,1.2,4.2,2.5,4.3
3.5,0.08,0.016826923076923,4027301.204410518,3141904.8065776285,900643.0762702585,0.2866551126516461,0.2236343969713303,0.3597639677828503,0.0052506349349424,0.05641615563079839,1.2,4.2,2.5,4.3
3.5,0.13,0.0103550295857988,3079829.0443679425,1692381.3065585562,374632.6701777125,0.2213642213642297,0.1216407355021215,0.3546108748862265,0.0048124122324701,0.07686893962307384,1.2,4.2,2.5,4.3
3.5,0.2,0.0067307692307692,2714997.81032856,1035685.0852878066,217809.69196378576,0.2103049421661398,0.0802246289610919,0.3434691434052729,0.004000991140775,0.09826212207518409,1.2,4.2,2.5,4.3
4.5,0.002,0.8653846153846153,2169384.5319592147,1705635.2311658622,1495263.5353313498,0.87666079359142,0.6892570281124607,0.4673899901297483,0.0118843957274381,0.07656969566466777,1.2,4.2,2.5,4.3
4.5,0.0032,0.5408653846153846,3254076.797938991,3097734.276067074,2574510.559011902,0.8310947065093447,0.7911646586345165,0.4876839678380501,0.0089420639431298,0.056816950369001404,1.2,4.2,2.5,4.3
4.5,0.005,0.3461538461538461,3640689.0011747545,3723456.6841210015,2844594.577047027,0.7639660719508414,0.7813341310200216,0.474437802075121,0.0083133991332629,0.05182351270447623,1.2,4.2,2.5,4.3
4.5,0.008,0.2163461538461538,3863943.93543766,3771374.8163530407,2767272.1363998745,0.7337568582153963,0.7161781285230868,0.4512012968156107,0.0073460736577318,0.051493232028441506,1.2,4.2,2.5,4.3
4.5,0.013,0.1331360946745562,3892259.195392956,3736525.265638831,2622428.6912439405,0.7018361993587606,0.67375489647451,0.4278969987228103,0.0069545420656844,0.05173280637000146,1.2,4.2,2.5,4.3
4.5,0.02,0.0865384615384615,3874834.4200358503,3669004.26113005,2337097.994771349,0.6369842683288476,0.6031478358628097,0.4108898461891551,0.0058232226616172,0.052206657893520726,1.2,4.2,2.5,4.3
4.5,0.032,0.0540865384615384,3734347.168719193,3675538.551888964,1905834.8046830448,0.5185185185184854,0.5103528725575636,0.3951290100652262,0.0057030561021338,0.05216023133218705,1.2,4.2,2.5,4.3
4.5,0.05,0.0346153846153846,3769196.719433402,3510003.185996468,1445167.306179684,0.4117282035370603,0.3834151979196581,0.3814130431339154,0.0047230512855071,0.05337602704389014,1.2,4.2,2.5,4.3
4.5,0.08,0.0216346153846153,3608017.547380183,3026465.669836809,968164.0807790324,0.3198992443324946,0.2683368548143636,0.3686518147072598,0.0046476925001233,0.057482033576598444,1.2,4.2,2.5,4.3
4.5,0.13,0.0133136094674556,2881622.224680875,1741388.487250403,459578.4500435895,0.2639149468417867,0.1594860166288749,0.3586101857686184,0.0042996002894398,0.07577957504999419,1.2,4.2,2.5,4.3
4.5,0.2,0.0086538461538461,2408975.1931194062,1101027.9928769371,252659.2426779917,0.2294757665677549,0.1048824593128419,0.3428483200806287,0.003612858372525,0.09530173772948929,1.2,4.2,2.5,4.3
4.5,0.32,0.0054086538461538,1538825.4737241026,477003.2254006925,74055.29526768699,0.1552511415525105,0.048124557678699,0.2783597328768265,0.0041349605829147,0.14479025806378082,1.2,4.2,2.5,4.3
6.5,0.0032,0.78125,2316406.074034787,1857499.5138855996,1650997.465085441,0.8888279392503375,0.7127409496944045,0.5148936490388925,0.0089361579354883,0.07337289342568039,1.2,4.2,2.5,4.3
6.5,0.005,0.5,2731333.5372258457,2683035.310875473,2109486.866669167,0.7862314961411528,0.77232854864431,0.5278136940635227,0.0076170599632941,0.061050159906597,1.2,4.2,2.5,4.3
6.5,0.008,0.3125,2779251.669457884,2986812.291583097,2169384.5319592147,0.7263210139025436,0.7805642633228573,0.5042671895164539,0.0066982381291962,0.05786234561694481,1.2,4.2,2.5,4.3
6.5,0.013,0.1923076923076923,3005773.749100247,3072349.4107309207,2186809.30731632,0.7117710308854719,0.7275362318840274,0.4722631623749406,0.0063292126185675,0.05705118865113634,1.2,4.2,2.5,4.3
6.5,0.02,0.125,2963300.859167304,2953499.4230289324,1953752.9369150728,0.6615044247787327,0.6593164277838744,0.4460077968210465,0.0053240207458068,0.05818774873720155,1.2,4.2,2.5,4.3
6.5,0.032,0.078125,2943697.986890561,2778162.620998065,1630305.5443488834,0.5868286946295427,0.5538290788013145,0.4207380427941748,0.0051957606733249,0.0599958441250432,1.2,4.2,2.5,4.3
6.5,0.05,0.05,2904492.242337075,2717175.907248198,1336262.4601978022,0.4917835671342652,0.4600674915635477,0.3992892220126601,0.0043832928324333,0.060665407956197855,1.2,4.2,2.5,4.3
6.5,0.08,0.03125,2780340.717917703,2488475.730686197,919156.9000871804,0.3693654266958525,0.3305914610262478,0.3797513990698652,0.0040625963621468,0.06339183087868695,1.2,4.2,2.5,4.3
6.5,0.13,0.0192307692307692,2058301.5890576795,1545359.7644830155,356118.8463607906,0.2304439746300283,0.1730158730158815,0.3629696152219768,0.0037549628487393,0.08044243341333239,1.2,4.2,2.5,4.3
6.5,0.2,0.0125,1910190.99852232,967075.0323192136,255926.3880574485,0.2646396396396386,0.1339794754846124,0.3409135361260937,0.0032328269332305,0.10168804889394419,1.2,4.2,2.5,4.3
6.5,0.32,0.0078125,1197953.305800812,363742.1855795232,64253.85912931668,0.1766467065868255,0.0536363636363639,0.2707521663125876,0.0036635872739772,0.16580711547989752,1.2,4.2,2.5,4.3
8.5,0.005,0.6538461538461539,1342796.750956715,1134818.6875940764,946383.1115826538,0.8339509402943267,0.704785077047867,0.5477110361433615,0.0073721036590293,0.09387214907119207,1.2,4.2,2.5,4.3
8.5,0.008,0.4086538461538461,1424475.3854431263,1506372.7330935702,1061822.2483234596,0.7048867952773168,0.745412844036717,0.5360228572436216,0.0063451016999409,0.0814767649729289,1.2,4.2,2.5,4.3
8.5,0.013,0.2514792899408284,1499619.729170625,1574767.2276895884,1036774.1337476256,0.6583665925463303,0.69135802469138,0.5011528442951813,0.0059571219534422,0.07968779611366306,1.2,4.2,2.5,4.3
8.5,0.02,0.1634615384615384,1526845.9406660956,1619986.3047493522,1057466.0544841844,0.6527623421160945,0.6925820256776257,0.4692136258637077,0.0050223271150301,0.07856775223286756,1.2,4.2,2.5,4.3
8.5,0.032,0.1021634615384615,1505064.9714697192,1571274.4257580831,921334.9970068184,0.5863616067971752,0.612156295224332,0.4376138370621284,0.0048987816818647,0.07977631635481379,1.2,4.2,2.5,4.3
8.5,0.05,0.0653846153846153,1433187.773121677,1498530.6807108065,717682.9350206773,0.478924418604666,0.5007598784194667,0.4109111036518196,0.0041815517453991,0.08168967730153533,1.2,4.2,2.5,4.3
8.5,0.08,0.0408653846153846,1494174.486871531,1397249.173947656,577195.6837040345,0.4130943102104547,0.3862973760933061,0.3865432367972709,0.0037696543695245,0.08459857918805207,1.2,4.2,2.5,4.3
8.5,0.13,0.0251479289940828,1054198.909104728,886485.4462926124,238501.61270034555,0.2690417690417679,0.2262396694214867,0.3652489599836538,0.0034654067384831,0.1062097031409972,1.2,4.2,2.5,4.3
8.5,0.2,0.0163461538461538,991034.0984352302,576106.6352442156,163357.26897283897,0.2835538752362931,0.1648351648351636,0.3389464737487616,0.0030442258781074,0.13174937431557948,1.2,4.2,2.5,4.3
8.5,0.32,0.0102163461538461,589175.2167620428,198206.8196870449,47918.13223203275,0.2417582417582413,0.0813308687615521,0.2650284370063754,0.0033816308600748,0.22461600746848764,1.2,4.2,2.5,4.3
8.5,0.5,0.0065384615384615,589175.2167620428,198206.8196870449,47918.13223203275,0.2417582417582413,0.0813308687615521,0.1379677350572701,0.002245088621739,0.22461600746848764,1.2,4.2,2.5,4.3
10.0,0.005,0.7692307692307693,807931.0895604405,635031.4746279353,577021.8877354105,0.908650847697726,0.7141969100970511,0.5465920057251179,0.0073763255599914,0.12548805107426464,1.2,4.2,2.5,4.3
10.0,0.008,0.4807692307692307,892493.1979797807,866538.5594065865,638388.4843352356,0.7367109950334003,0.7152866663637005,0.5508121181615477,0.0061843372048847,0.10742517098259663,1.2,4.2,2.5,4.3
10.0,0.013,0.2958579881656805,953504.1079534818,1047085.6869614114,665194.8356825331,0.635282139719524,0.6976318509106891,0.5169283686920866,0.0057639938496671,0.09772572217178674,1.2,4.2,2.5,4.3
10.0,0.02,0.1923076923076923,958803.014491819,1028661.9159203526,611847.9781065127,0.5947998741249083,0.638137311688368,0.482262518304957,0.0048637706910134,0.09859699283707894,1.2,4.2,2.5,4.3
10.0,0.032,0.1201923076923076,989633.1221270416,1014741.6216284328,587618.0177821565,0.5790814186168508,0.5937735961375014,0.4471420891021722,0.0047442083677942,0.09927096940889586,1.2,4.2,2.5,4.3
10.0,0.05,0.0769230769230769,896469.29770074,911571.3234073676,450545.1947548886,0.4942511717797277,0.5025773843124852,0.4174072565899241,0.0040743568735687,0.10473809551985504,1.2,4.2,2.5,4.3
10.0,0.08,0.048076923076923,938199.463501196,830837.2959183054,351043.70207635866,0.4225179873375305,0.3741674513075558,0.3902652021509297,0.0036292581475131,0.10970893728457556,1.2,4.2,2.5,4.3
10.0,0.13,0.029585798816568,692209.8020143867,568235.0170869686,179881.51657146052,0.3165618294585487,0.2598656015098178,0.3663243688523673,0.0033225141144743,0.13265878133388534,1.2,4.2,2.5,4.3
10.0,0.2,0.0192307692307692,647514.735923036,397052.9485671851,113821.02822287938,0.2866646089233607,0.1757813713082943,0.3375868004890336,0.0029538488613672,0.1586995836029992,1.2,4.2,2.5,4.3
10.0,0.32,0.0120192307692307,369251.9147448648,166036.4411302414,31496.665767868973,0.1896973071300807,0.0852985848147372,0.2615488354940847,0.0032315802536791,0.245413411140156,1.2,4.2,2.5,4.3
10.0,0.5,0.0076923076923076,369251.9147448648,166036.4411302414,31496.665767868973,0.1896973071300807,0.0852985848147372,0.133706971947842,0.0021897127322877,0.245413411140156,1.2,4.2,2.5,4.3
12.0,0.005,0.9230769230769232,491904.2061992164,362802.5135705263,343671.8986635756,0.9472698942499694,0.6986561495763909,0.529612873464719,0.0075610046173884,0.1660216999234784,1.2,4.2,2.5,4.3
12.0,0.008,0.5769230769230769,825660.4197244457,763004.7860981858,656231.5388864632,0.8600621527451563,0.7947959272475149,0.5613895268654342,0.0060609612711464,0.11448177883040953,1.2,4.2,2.5,4.3
12.0,0.013,0.3550295857988166,871071.3835453129,913305.2547625746,634891.2600022898,0.695157787269425,0.7288624927824447,0.5326339665578655,0.0055755839504478,0.1046386244251941,1.2,4.2,2.5,4.3
12.0,0.02,0.2307692307692307,927332.1187854063,992354.5813009386,613910.2450723954,0.6186400069495147,0.6620176662019189,0.4959141429595921,0.0047067314209609,0.10038447696045609,1.2,4.2,2.5,4.3
12.0,0.032,0.1442307692307692,925679.5045957228,939497.7536339991,535662.5558304264,0.5701584210909192,0.5786695645426105,0.4572195345291431,0.0045909690668915,0.10316969033085945,1.2,4.2,2.5,4.3
12.0,0.05,0.0923076923076923,915045.291549064,851704.8998051896,466540.1710270976,0.5477720876489137,0.5098547310563173,0.4242373392513618,0.003965905608757,0.10835661442180423,1.2,4.2,2.5,4.3
12.0,0.08,0.0576923076923076,873873.6423886892,767051.055580073,351575.7056577203,0.4583472027058817,0.4023186975827603,0.3940861089096806,0.0034962910353173,0.11417942827024453,1.2,4.2,2.5,4.3
12.0,0.13,0.0355029585798816,651417.4018991244,516417.2644780461,164255.4798964912,0.3180673676014834,0.2521508934480799,0.3672926805216818,0.003185554591121,0.1391552588719415,1.2,4.2,2.5,4.3
12.0,0.2,0.023076923076923,586318.7733837672,374795.41370114445,106701.39442094669,0.2846923695443845,0.1819852941176534,0.3359426851643753,0.0028680474620876,0.16334387949072982,1.2,4.2,2.5,4.3
12.0,0.32,0.0144230769230769,371191.5175613703,150183.58948572358,35207.86751936826,0.2344321882299604,0.0948509485094772,0.2576637658412058,0.0030794110093732,0.2580410259717599,1.2,4.2,2.5,4.3
12.0,0.5,0.0092307692307692,371191.5175613703,150183.58948572358,35207.86751936826,0.2344321882299604,0.0948509485094772,0.1291753864259424,0.0021319776281884,0.2580410259717599,1.2,4.2,2.5,4.3
12.0,0.8,0.0057692307692307,90750.0748509456,101263.0955098635,5676.370477612453,0.0560556681487141,0.0625494853523342,0.0122362942534029,0.0010146452445839,0.31424935893464817,1.2,4.2,2.5,4.3
15.0,0.008,0.7211538461538461,633741.6153485969,527834.1561350023,491832.35340836056,0.9317933439733036,0.7760770975057752,0.5615906510095889,0.0060179876872462,0.13764208890668506,1.2,4.2,2.5,4.3
15.0,0.013,0.4437869822485207,688852.7059349975,693594.9901314805,562463.6468196408,0.8109396042682171,0.8165223740483016,0.5479241302170292,0.0053861959307749,0.12007346025273279,1.2,4.2,2.5,4.3
15.0,0.02,0.2884615384615384,738790.3955797803,762573.669353051,514034.8657828216,0.6740789597664921,0.6957790313170253,0.510965086886507,0.0045429113690153,0.11451413507360032,1.2,4.2,2.5,4.3
15.0,0.032,0.1802884615384615,746263.0858287838,749662.6801929688,477318.0896554767,0.6367104862851268,0.6396110148278036,0.4686581352600235,0.0044293906045311,0.11549602949120832,1.2,4.2,2.5,4.3
15.0,0.05,0.1153846153846153,728084.3297422657,704444.7615507067,412506.87230349024,0.5855773153815944,0.5665646896280728,0.431971377927797,0.0038477125551081,0.1191451938017788,1.2,4.2,2.5,4.3
15.0,0.08,0.0721153846153846,719893.1115847043,619741.5777286966,333756.2135254668,0.5385409427404511,0.4636191236651336,0.3982978122857522,0.0033605898194035,0.1270266027457673,1.2,4.2,2.5,4.3
15.0,0.13,0.044378698224852,535590.7030395706,427308.5472197976,170003.70316496005,0.3978476542794593,0.3174134692782369,0.3680784672895869,0.0030447411159199,0.15297808147962283,1.2,4.2,2.5,4.3
15.0,0.2,0.0288461538461538,486946.363630162,324199.7923416373,109862.91721860456,0.3388741134751639,0.2256160543013027,0.3337958759567461,0.0027801740851942,0.17562795070097562,1.2,4.2,2.5,4.3
15.0,0.32,0.0180288461538461,294524.5897181668,129909.84586738973,34561.192401665576,0.2660398230088364,0.1173456940717156,0.2529631998307375,0.0029135948627159,0.2774463183828433,1.2,4.2,2.5,4.3
15.0,0.5,0.0115384615384615,294524.5897181668,129909.84586738973,34561.192401665576,0.2660398230088364,0.1173456940717156,0.1239689151792573,0.0020635988596553,0.2774463183828433,1.2,4.2,2.5,4.3
15.0,0.8,0.0072115384615384,72786.87713698039,78966.21715058442,8191.218157567327,0.1037306642402168,0.1125370187561689,0.0107471160743475,0.0010339602807399,0.35586013003115957,1.2,4.2,2.5,4.3
18.0,0.008,0.8653846153846153,380747.93874519976,291477.590253486,273112.4580431203,0.936992987370335,0.7173051519154509,0.5474927272262793,0.0061051233089873,0.1852240665483765,1.2,4.2,2.5,4.3
18.0,0.013,0.5325443786982249,508717.7592594879,477174.38407376496,434206.4151419602,0.9099533202830886,0.8535310734463257,0.5557499777791227,0.005267925561591,0.14476428817524908,1.2,4.2,2.5,4.3
18.0,0.02,0.3461538461538461,547015.2967856432,557002.8347145998,448576.9733131324,0.8053405572755779,0.8200446604492571,0.5215615410251753,0.0044311082783743,0.1339896637651611,1.2,4.2,2.5,4.3
18.0,0.032,0.2163461538461538,564331.8193818916,569792.6314869326,397345.9334329036,0.6973518284994111,0.7040998217469177,0.4772311447065085,0.0043161559338662,0.13247733581805982,1.2,4.2,2.5,4.3
18.0,0.05,0.1384615384615384,573169.7126571554,535518.8502487148,344965.2488989811,0.6441701328324231,0.6018553340855328,0.4378005727598247,0.0037620185546901,0.13665093849700857,1.2,4.2,2.5,4.3
18.0,0.08,0.0865384615384615,532429.1802419153,446924.3591234476,277136.2143310485,0.6200964630225024,0.520512820512821,0.4013953231468415,0.0032667750669571,0.14958325759619515,1.2,4.2,2.5,4.3
18.0,0.13,0.0532544378698224,407908.2936887152,328942.0765381241,157645.023137752,0.4792485801660009,0.3864717280253556,0.3685808739992383,0.0029484188503324,0.17435736021894924,1.2,4.2,2.5,4.3
18.0,0.2,0.0346153846153846,368820.37546312687,261975.27546046188,107635.48070207288,0.410861217772887,0.2918371322813043,0.3319583176548231,0.0027187424294958,0.19537538514687278,1.2,4.2,2.5,4.3
18.0,0.32,0.0216346153846153,218216.92582924265,110725.15070887488,35279.72031022411,0.3186242699545619,0.1616727033256389,0.249186268967448,0.0027927170429242,0.3005224079319069,1.2,4.2,2.5,4.3
18.0,0.5,0.0138461538461538,218216.92582924265,110725.15070887488,35279.72031022411,0.3186242699545619,0.1616727033256389,0.1199755953940991,0.0020089212628362,0.3005224079319069,1.2,4.2,2.5,4.3
22.0,0.013,0.6508875739644971,416315.07021885086,361132.12684154976,340151.1119116384,0.9419021090330272,0.8170521228857409,0.5568385894713038,0.005185730592722,0.16640521676192316,1.2,4.2,2.5,4.3
22.0,0.02,0.4230769230769231,452816.28797362815,451594.7905290785,401082.2785574084,0.8881463802704836,0.885750555379243,0.5306274483570063,0.0043307575847314,0.14880774595123183,1.2,4.2,2.5,4.3
22.0,0.032,0.2644230769230769,471282.4552235844,474012.8612761071,385562.0757325424,0.8134000303168081,0.8181125171520023,0.4856247210199426,0.0042092234211382,0.14524625293773946,1.2,4.2,2.5,4.3
22.0,0.05,0.1692307692307692,478755.1454725939,469629.8410338996,351288.29449429683,0.7480110159118691,0.7337535644604496,0.4436125282194679,0.0036777298997338,0.14592246505967074,1.2,4.2,2.5,4.3
22.0,0.08,0.1057692307692307,452744.4351827723,413656.516957184,280800.7066646974,0.6788257773145684,0.6202190128550968,0.4043997205658467,0.0031780085773879,0.15548198072803507,1.2,4.2,2.5,4.3
22.0,0.13,0.0650887573964497,350785.3249583058,294165.3257638875,165045.86059590566,0.561064973131402,0.4705038918475935,0.3688872471843323,0.0028588301918222,0.1843759453807125,1.2,4.2,2.5,4.3
22.0,0.2,0.0423076923076923,320391.5944262767,245161.72240019045,114892.61257851482,0.4686400937866211,0.3586005830903658,0.3298466128577861,0.0026599360297731,0.20196386259942245,1.2,4.2,2.5,4.3
22.0,0.32,0.0264423076923076,189188.3983234749,106916.95279351428,39016.065434728494,0.3649193548386955,0.2062286365362569,0.245123871814163,0.0026743359838985,0.3058276261460518,1.2,4.2,2.5,4.3
22.0,0.5,0.0169230769230769,189188.3983234749,106916.95279351428,39016.065434728494,0.3649193548386955,0.2062286365362569,0.1158746798106147,0.00195278394532,0.3058276261460518,1.2,4.2,2.5,4.3
22.0,0.8,0.010576923076923,46129.491729458,57841.49663896212,8694.187693558302,0.1503105590062115,0.1884735202492216,0.0088290574511722,0.0010044347795025,0.41579593497071804,1.2,4.2,2.5,4.3
27.0,0.013,0.7988165680473374,313421.8737132582,245013.00283452665,227126.6718953694,0.9269984419919256,0.7246675836772065,0.5473964665521788,0.0051599209639622,0.2020251479620424,1.2,4.2,2.5,4.3
27.0,0.02,0.5192307692307693,390304.3599290293,370688.5480253793,345827.4823892514,0.932932738902887,0.8860456553755504,0.5370725168686816,0.0042412614563587,0.1642462320978134,1.2,4.2,2.5,4.3
27.0,0.032,0.3245192307692308,408195.7048521386,408554.9688064179,361275.8324232615,0.8842771720014051,0.8850554479845079,0.4937973336542468,0.0041071919299719,0.15644970610266168,1.2,4.2,2.5,4.3
27.0,0.05,0.2076923076923077,421991.4406964639,424218.8772129956,352797.2031022699,0.8316395663956613,0.8360292865656368,0.4495239546141742,0.0035948772630952,0.15353415563266815,1.2,4.2,2.5,4.3
27.0,0.08,0.1298076923076923,403022.3039105166,391741.41574614646,298260.9348426716,0.7613719735876702,0.7400606168657472,0.4074131836942433,0.003096262864126,0.15977184698901778,1.2,4.2,2.5,4.3
27.0,0.13,0.0798816568047337,319026.39140001533,300991.34089519427,194721.06321937617,0.6469324421102811,0.6103603603603523,0.3690871610798036,0.0027788758538203,0.18227327596264592,1.2,4.2,2.5,4.3
27.0,0.2,0.0519230769230769,282956.2903903732,257951.51917253368,138891.44472437233,0.538440111420601,0.4908583037074538,0.327476962805202,0.0026042593790753,0.19689330773750527,1.2,4.2,2.5,4.3
27.0,0.32,0.032451923076923,171728.1701455007,115395.58211450584,49937.68964481823,0.432752179327503,0.2907949790794798,0.2409690319461212,0.0025639504158921,0.2943780396307216,1.2,4.2,2.5,4.3
27.0,0.5,0.0207692307692307,171728.1701455007,115395.58211450584,49937.68964481823,0.432752179327503,0.2907949790794798,0.1118536171628889,0.0019099109051372,0.2943780396307216,1.2,4.2,2.5,4.3
27.0,0.8,0.0129807692307692,41459.06032382752,55111.090586439685,9412.715602116838,0.1707953063885271,0.2270363951473141,0.0080296279908264,0.0009809363009852,0.42597145500619044,1.2,4.2,2.5,4.3
35.0,0.02,0.6730769230769231,310547.76207902376,274734.68935572635,254933.70195658752,0.9279268757593968,0.8209162424803295,0.5367666843390952,0.0041703157509986,0.19078457128884851,1.2,4.2,2.5,4.3
35.0,0.032,0.4206730769230769,327002.0511850159,321181.97512569115,294812.00088159024,0.9178970917225934,0.901560096682046,0.5020625338258596,0.0039978051498341,0.17645111935913413,1.2,4.2,2.5,4.3
